_id,NO,名称,名称_カナ,住所,方書,緯度,経度,標高,電話番号,内線番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,備考
48,48,離島体験宿泊交流施設,リトウタイケンシュクハクコウリュウシセツ,沖縄県南城市知念久高249-1,,26.161999,127.893967,,(098)835-8919,,472158,沖縄県,南城市,1,1,,1,,,,,,288,,,
49,49,岬公園,ミサキコウエン,沖縄県南城市知念久手堅523,,26.170654,127.823814,,,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
50,50,志喜屋漁港多目的広場,シキヤギョコウタモクテキヒロバ,沖縄県南城市知念志喜屋9-2,,26.153685,127.799362,,(098)852-6887,,472158,沖縄県,南城市,,1,,1,,,,,,,,,
51,51,久高地区津波避難施設,クダカチクツナミヒナンシセツ,沖縄県南城市知念久高46,,26.161999,127.893967,,,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
52,52,知念漁民研修センター,チネンギョミンケンシュウセンター,沖縄県南城市知念海野1-7,漁港内,26.190004,127.81221,,,,472158,沖縄県,南城市,,,,1,,,,,,,,,
53,53,守礼カントリークラブ,シュレイカントリークラブ,沖縄県南城市知念知名1029,,26.177958,127.812943,,(098)947-3411,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
54,54,久手堅公民館,クデケンコウミンカン,沖縄県南城市知念久手堅103,,26.169945,127.823189,,(098)948-3244,,472158,沖縄県,南城市,1,1,,,1,,,,,,,,
55,55,志喜屋公民館,シキヤコウミンカン,沖縄県南城市知念志喜屋428,,26.151205,127.800453,,(098)949-7587,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
56,56,山里公民館,ヤマザトコウミンカン,沖縄県南城市知念山里22,,26.156317,127.805779,,(098)949-7399,,472158,沖縄県,南城市,1,,,1,1,,,,,,,,
57,57,具志堅公民館,グシケンコウミンカン,沖縄県南城市知念具志堅22,,26.15596,127.8088,,(098)949-7399,,472158,沖縄県,南城市,1,,,,1,,,,,,,,
58,58,知念公民館,チネンコウミンカン,沖縄県南城市知念知念536,,26.160742,127.813293,,(098)948-1773,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
59,59,吉富コミュニティ供用施設,ヨシトミコミュニティクヨウシセツ,沖縄県南城市知念吉富106-2,,26.168373,127.818436,,(098)948-1705,,472158,沖縄県,南城市,1,,,1,1,,,,,,,,
60,60,南城市安座真観光交流・防災機能拠点施設,ナンジョウシアザマカンコウコウリュウ・ボウサイキノウキョテンシセツ,沖縄県南城市知念安座真151,,26.177662,127.821785,,(098)948-7221,,472158,沖縄県,南城市,1,,,1,1,,,,,,,,
61,61,知名公民館,チナコウミンカン,沖縄県南城市知念知名107,,26.18421,127.81617,,(098)947-3158,,472158,沖縄県,南城市,1,1,,,1,,,,,,,,
62,62,海野公民館,ウンノコウミンカン,沖縄県南城市知念海野244-2,,26.187809,127.810989,,(098)947-6244,,472158,沖縄県,南城市,1,,,1,1,,,,,,,,
63,63,玉城中学校,タマグスクチュウガッコウ,沖縄県南城市玉城富里153,,26.145525,127.766846,,(098)948-7105,,472158,沖縄県,南城市,1,,,1,1,,,,,"1,913",,,
64,64,玉城小学校,タマグスクショウガッコウ,沖縄県南城市玉城屋嘉部3,,26.145653,127.765167,,(098)948-7251,,472158,沖縄県,南城市,1,,,1,1,,,,,"1,899",,,
65,65,百名小学校,ヒャクナショウガッコウ,沖縄県南城市玉城百名54,,26.143225,127.791672,,(098)948-1012,,472158,沖縄県,南城市,1,1,,1,1,,,,1,"1,572",,,
66,66,南城市福祉センター,ナンジョウシフクシセンター,沖縄県南城市玉城百名1252,,26.134489,127.786453,,(098)948-3975,,472158,沖縄県,南城市,1,1,,,1,,,,,391,,,
67,67,船越小学校,フナコシショウガッコウ,沖縄県南城市玉城船越960,,26.153727,127.75135,,(098)949-7108,,472158,沖縄県,南城市,1,1,,1,1,,,,1,"2,088",,,
68,68,玉城総合体育館,タマグスクソウゴウタイイクカン,沖縄県南城市玉城富里200,,26.143528,127.769699,,(098)948-3039,,472158,沖縄県,南城市,1,,,1,1,,,,,"1,292",,,
69,69,玉城陸上競技場,タマグスクリクジョウキョウギジョウ,沖縄県南城市玉城富里222,,26.143528,127.769699,,(098)948-3039,,472158,沖縄県,南城市,1,1,,,1,,,,,288,,,
70,70,玉城中央公民館,タマグスクチュウオウコウミンカン,沖縄県南城市玉城富里167,,26.145525,127.766846,,(098)948-7320,,472158,沖縄県,南城市,1,1,,,1,,,,,627,,,
71,71,玉城野球場,タマグスクヤキュウジョウ,沖縄県南城市玉城富里186-1,,26.143528,127.769699,,(098)948-3039,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
72,72,グスクロード公園,グスクロードコウエン,沖縄県南城市玉城玉城1212,,26.141863,127.782204,,,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
73,73,糸数上原公園,イトカズウエハラコウエン,沖縄県南城市玉城糸数245-1,,26.154463,127.765495,,,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
74,74,喜良原野球場,キラバルヤキュウジョウ,沖縄県南城市玉城喜良原69,,26.154268,127.775284,,,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
75,75,奥武島グラウンド,オウジマグラウンド,沖縄県南城市玉城奥武19-1,,26.1367,127.755966,,,,472158,沖縄県,南城市,,1,,1,,,,,,,,,
76,76,南城市構造改善センター,ナンジョウシコウゾウカイゼンセンター,沖縄県南城市玉城糸数168-16,,26.150785,127.760246,,,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
77,77,玉城勤労者体育センター（喜良原体育館）,タマグスキンロウシャタイイクセンター（キラバルタイイクカン）,沖縄県南城市玉城喜良原57,,26.154268,127.775284,,(098)948-2108,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
78,78,親慶原公民館,オヤケバルコウミンカン,沖縄県南城市玉城親慶原163,,26.156294,127.78157,,(098)948-7942,,472158,沖縄県,南城市,1,,,1,1,,,,,,,,
79,79,垣花構造改善センター,カキノハナコウゾウカイゼンセンター,沖縄県南城市玉城垣花137,,26.148809,127.793541,,(098)948-2231,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
80,80,仲村渠児童館,ナカンダカリジドウカン,沖縄県南城市玉城仲村渠725,,26.145737,127.792282,,(098)948-4101,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
81,81,百名公民館,ヒャクナコウミンカン,沖縄県南城市玉城百名104-1,,26.141132,127.790627,,(098)948-7958,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
82,82,新原公民館,シンバルコウミンカン,沖縄県南城市玉城百名1422,,26.139734,127.789192,,,,472158,沖縄県,南城市,,1,,,,,,,,,,,
83,83,玉城公民館,タマグスクコウミンカン,沖縄県南城市玉城玉城165-1,,26.141863,127.782204,,,,472158,沖縄県,南城市,1,1,,,,,,,,,,,
84,84,中山公民館,ナカヤマコウミンカン,沖縄県南城市玉城中山75,,26.141809,127.77639,,,,472158,沖縄県,南城市,1,1,,,1,,,,,,,,
85,85,奥武公民館,オウコウミンカン,沖縄県南城市玉城奥武80,,26.1367,127.755966,,(098)948-7190,,472158,沖縄県,南城市,,1,,,,,,,,,,,
86,86,志堅原公民館,シケンバルコウミンカン,沖縄県南城市玉城志堅原48-1,,26.133272,127.768784,,,,472158,沖縄県,南城市,1,1,,,,,,,,,,,
87,87,堀川公民館,ホリカワコウミンカン,沖縄県南城市玉城堀川523,,26.132954,127.761513,,(098)948-2184,,472158,沖縄県,南城市,1,1,,,,,,,,,,,
88,88,富里公民館,トミサトコウミンカン,沖縄県南城市玉城富里92,,26.142586,127.769585,,(098)948-2050,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
89,89,當山公民館,トウヤマコウミンカン,沖縄県南城市玉城當山54,,26.141438,127.76622,,(098)948-1458,,472158,沖縄県,南城市,1,1,,,1,,,,,,,,
90,90,屋嘉部公民館,ヤカブコウミンカン,沖縄県南城市玉城屋嘉部34,,26.147406,127.763626,,,,472158,沖縄県,南城市,1,,,1,1,,,,,,,,
91,91,糸数公民館,イトカズコウミンカン,沖縄県南城市玉城糸数44,,26.153076,127.760887,,(098)948-7708,,472158,沖縄県,南城市,1,1,,,1,,,,,,,,
92,92,船越公民館,フナコシコウミンカン,沖縄県南城市玉城船越108,,26.153399,127.754585,,(098)948-1054,,472158,沖縄県,南城市,1,1,,,1,,,,,,,,
93,93,愛地構造改善センター,アイチコウゾウカイゼンセンター,沖縄県南城市玉城愛地373,,26.158398,127.74437,,(098)948-1180,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
94,94,南城市前川観光交流・防災機能拠点施設,ナンジョウシマエカワカンコウコウリュウ・ボウサイキノウキョテンシセツ,沖縄県南城市玉城前川180-1,,26.145571,127.749306,,(098)949-7025,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
95,95,大里北小学校,オオザトキタショウガッコウ,沖縄県南城市大里嶺井392,,26.193869,127.755638,,(098)945-2362,,472158,沖縄県,南城市,1,1,,,1,,,,1,"2,045",,,
96,96,大里南小学校,オオザトミナミショウガッコウ,沖縄県南城市大里仲間1375,,26.17317,127.749969,,(098)945-2455,,472158,沖縄県,南城市,1,1,,1,1,,,,1,"2,844",,,
97,97,大里中学校,オオザトチュウガッコウ,沖縄県南城市大里仲間978,,26.179037,127.745979,,(098)945-2442,,472158,沖縄県,南城市,1,1,,,1,,,,,"2,204",,,
98,98,南城市大里農村環境改善センター,ナンジョウシオオザトノウソンカンキョウカイゼンセンター,沖縄県南城市大里仲間928,,26.177008,127.744194,,(098)946-2445,,472158,沖縄県,南城市,1,1,,,1,,,,,500,,,
99,99,南城市総合保健福祉センター,ナンジョウシソウゴウホケンフクシセンター,沖縄県南城市大里仲間918,,26.179173,127.742149,,(098)946-8967,,472158,沖縄県,南城市,1,1,,1,1,,,,1,666,,,
100,100,大里城址公園,オオザトジョウシコウエン,沖縄県南城市大里大里386-1,,26.187805,127.762909,,,,472158,沖縄県,南城市,1,1,,1,1,,,,,,,,
1,100000001,南大東村立南大東小中学校,ミナミダイトウソンリツミナミダイトウショウチュウガッコウ,沖縄県島尻郡南大東村字池之沢317,,25.83591,131.228195,8.9,(09802)2-2023,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
2,100000002,南大東村多目的交流センター,ミナミダイトウソンタモクテキコウリュウセンター,沖縄県島尻郡南大東村字在所307,,25.829684,131.229618,13.8,(09802)2-2211,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
3,100000003,地域スポーツセンター,チイキスポーツセンター,沖縄県島尻郡南大東村字在所317,,25.829084,131.230602,14.7,(09802)2-2531,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
4,100000004,在所集会所,ザイショシュウカイジョ,沖縄県島尻郡南大東村字在所238,,25.831915,131.23104,2.6,(09802)2-2400,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
5,100000005,池之沢集会所,イケノサワシュウカイジョ,沖縄県島尻郡南大東村字池之沢332-3,,25.836653,131.227352,9.2,(09802)2-2046,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
6,100000006,北集会所,キタシュウカイジョ,沖縄県島尻郡南大東村字北496,,25.861401,131.237784,16.2,(09802)2-2410,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
7,100000007,新東集会所,シントウシュウカイジョ,沖縄県島尻郡南大東村字新東484,,25.849735,131.252263,8.5,(09802)2-2900,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
8,100000008,旧東集会所,キュウトウシュウカイジョ,沖縄県島尻郡南大東村字旧東189,,25.837951,131.253697,14.4,(09802)2-2930,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
9,100000009,南集会所,ミナミシュウカイジョ,沖縄県島尻郡南大東村字南118,,25.828774,131.239103,8.6,(09802)2-2452,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
10,100000010,国民運動場,コクミンウンドウジョウ,沖縄県島尻郡南大東村字南163-3,,25.82844,131.230896,14.1,,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
11,100000011,テニスコート,テニスコート,沖縄県島尻郡南大東村字在所317-8,,25.829283,131.231068,14.7,,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
12,100000012,ふれあい広場,フレアイヒロバ,沖縄県島尻郡南大東村字在所317-1,,25.828973,131.230181,14.7,,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
13,100000013,南大東村保健センター,ミナミダイトウソンホケンセンター,沖縄県島尻郡南大東村字南144-1,南大東村保健センター,25.829018,131.23283,14.8,(09802)2-2116,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
14,100000014,南大東村高齢者生活福祉センター,ミナミダイトウソンコウレイシャセイカツフクシセンター,沖縄県島尻郡南大東村字南144-1,南大東村高齢者生活福祉センター,25.828631,131.232594,14.8,(09802)2-2226,,473570,沖縄県,南大東村,1,1,1,1,1,1,1,1,,,,,
1,4735010001,大名公民館,オオナコウミンカン,沖縄県島尻郡南風原町字大名148,,26.208216,127.736916,36.8,(098)(098)889-5267,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,大名区,,
2,4735010002,宮城公園,ミヤグスクコウエン,沖縄県島尻郡南風原町字宮城242-3,,26.205536,127.740059,40.3,‐,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,近隣地域,,
3,4735010003,北丘運動公園,キタオカウンドウコウエン,沖縄県島尻郡南風原町字宮平386-38,,26.204838,127.732292,32.9,‐,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,北丘ハイツ区,,
4,4735010004,北丘ハイツ集会所,キタオカハイツシュウカイショ,沖縄県島尻郡南風原町字宮平381-59,,26.204157,127.731247,45.8,(098)889-0308,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,北丘ハイツ区,,
5,4735010005,宮城構造改善センター,ミヤグスクコゾウカイゼンセンター,沖縄県島尻郡南風原町字宮城218,,26.204439,127.742798,29.8,(098)889-2257,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,宮城区,,
6,4735010006,新川コミュニティーセンター,アラカワコミュニティーセンター,沖縄県島尻郡南風原町字新川148-12,,26.203333,127.725716,76.9,(098)889-0383,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,新川区,,
7,4735010007,北丘小学校,キタオカショウガッコウ,沖縄県島尻郡南風原町字宮平336,,26.204157,127.731247,49.9,(098)889-6520,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
8,4735010008,北丘児童館,キタオカジドウカン,沖縄県島尻郡南風原町字宮平489-1,,26.204157,127.731247,25.4,(098)889-3883,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,近隣地域,,
9,4735010009,与那覇コミュニティーセンター,ヨナハコミュニティーセンター,沖縄県島尻郡南風原町字与那覇59,,26.200981,127.746162,37.6,(098)889-2259,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,与那覇区,,
10,4735010010,ウガンヌ前公園,ウガンヌマエコウエン,沖縄県島尻郡南風原町字宮平161,,26.198402,127.736359,25.1,-,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,近隣地域,,
11,4735010011,宮平地域振興資料館,ミヤヒラチイキシンコウシリョウカン,沖縄県島尻郡南風原町字宮平785-1,,26.195728,127.735672,19.1,(098)889-6655,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,宮平区,,
12,4735010012,第二団地集会所,ダイニダンチシュウカイショ,沖縄県島尻郡南風原町字兼城519,,26.195423,127.718773,27.7,(098)889-6225,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,第二団地区,,
13,4735010013,兼城公園,カネグスクコウエン,沖縄県島尻郡南風原町字兼城170,,26.195045,127.729897,35.9,-,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,近隣地域,,
14,4735010014,兼城児童館,カネグスクジドウカン,沖縄県島尻郡南風原町字兼城84,,26.193884,127.728851,21.1,(098)889-6114,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,近隣地域,,
15,4735010015,兼城公民館,カネグスクコウミンカン,沖縄県島尻郡南風原町字兼城84,,26.193884,127.728851,21.1,(098)889-6200,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,兼城区,,
16,4735010016,南風原中学校,ハエバルチュウガッコウ,沖縄県島尻郡南風原町字兼城780,,26.192194,127.731331,17.1,(098)889-2095,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
17,4735010017,南風原小学校,ハエバルショウガッコウ,沖縄県島尻郡南風原町字兼城685,,26.191999,127.729568,17.6,(098)889-2088,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
18,4735010018,兼本ハイツ集会所,カネモトハイツシュウカイショ,沖縄県島尻郡南風原町字本部434-52,,26.190798,127.723236,38,(098)889-6661,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,兼本ハイツ区,,
19,4735010019,総合保健福祉防災センター,ソウゴウホケンフクシボウサイセンター,沖縄県島尻郡南風原町字宮平697-10,,26.191832,127.732948,23.9,(098)889-7381,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
20,4735010020,第一団地集会所,ダイイチダンチシュウカイショ,沖縄県島尻郡南風原町字本部144,,26.190851,127.727654,37.4,(098)889-6902,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,第一団地内,,
21,4735010021,町民広場,チョウミンヒロバ,沖縄県島尻郡南風原町字兼城689,,26.191034,127.728668,29.9,-,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,町内一円,,
22,4735010022,黄金森公園陸上競技場,コガネモリコウエンリクジョウキョウギジョウ,沖縄県島尻郡南風原町字宮平718-1,,26.190596,127.733383,41.1,(098)889-0502,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,近隣地域,,
23,4735010023,本部公園,モトブコウエン,沖縄県島尻郡南風原町字本部352,,26.189466,127.723221,48.1,‐,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,近隣地域,,
24,4735010024,宮平ハイツ集会所,ミヤヒラハイツシュウカイショ,沖縄県島尻郡南風原町字宮平1028-35,,26.190458,127.735985,31.4,‐,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,宮平ハイツ区,,
25,4735010025,本部公民館,モトブコウミンカン,沖縄県島尻郡南風原町字本部117,,26.19079,127.723747,31.6,(098)889-6648,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,本部区,,
26,4735010026,本部児童館,モトブジドウカン,沖縄県島尻郡南風原町字本部116,,26.189075,127.724411,31.5,(098)889-5008,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,近隣地域,,
27,4735010027,南風原町立中央公民館,ハエバルチョウリツチュウオウコウミンカン,沖縄県島尻郡南風原町字喜屋武236,,26.184002,127.73185,36.5,(098)889-0568,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
28,4735010028,南星中学校,ナンセイチュウガッコウ,沖縄県島尻郡南風原町字照屋200,,26.186712,127.723328,31.8,(098)889-0432,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
29,4735010029,喜屋武集落センター,キャンシュラクセンター,沖縄県島尻郡南風原町字喜屋武139,,26.185696,127.72998,37.7,(098)889-6603,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,喜屋武区,,
30,4735010030,津嘉山児童館,ツカザンジドウカン,沖縄県島尻郡南風原町字津嘉山663-1,,26.185732,127.715546,14,(098)888-2925,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,近隣地域,,
31,4735010031,津嘉山地域振興資料館,ツカザンチイキシンコウシリョウカン,沖縄県島尻郡南風原町字津嘉山690,,26.185949,127.716553,16.1,(098)889-1435,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,津嘉山区,,
32,4735010032,照屋農村コミュニティーセンター,テルヤノウソンコミュニティーセンター,沖縄県島尻郡南風原町字照屋134,,26.185184,127.725456,18.5,(098)889-6632,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,照屋区,,
33,4735010033,津嘉山小学校,ツカザンショウガッコウ,沖縄県島尻郡南風原町字津嘉山684,,26.184128,127.717812,26.2,(098)889-1230,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
34,4735010034,翔南小学校,ショウナンショウガッコウ,沖縄県島尻郡南風原町字喜屋武450,,26.183861,127.729851,37.3,(098)889-3401,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
35,4735010035,山川集落センター,ヤマガワシュウラクセンター,沖縄県島尻郡南風原町字山川202,,26.177727,127.722755,17,(098)889-4429,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,山川区,,
36,4735010036,神里ふれあい公園,カミザトフレアイコウエン,沖縄県島尻郡南風原町字神里712-1,,26.174519,127.730072,39.3,-,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,近隣地区,,
37,4735010037,神里構造改善センター,カミザトコウゾウカイゼンセンター,沖縄県島尻郡南風原町字神里120-1,,26.172718,127.731918,32.5,(098)889-4428,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,神里区,,
38,4735010038,沖縄県立沖縄盲学校,オキナワケンリツオキナワモウガッコウ,沖縄県島尻郡南風原町字兼城473,,26.19825,127.722816,23.5,(098)889-5375,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,町内一円,,
39,4735010039,東新川災害時避難施設,ヒガシアラカワサイガイジヒナンシセツ,沖縄県島尻郡南風原町字新川584,,26.213068,127.729591,94.1,-,,47350,沖縄県,島尻郡南風原町,,,,,,,,,1,,東新川区,,
40,4735010040,南風原町役場,ハエバルチョウヤクバ,沖縄県島尻郡南風原町字兼城686,,26.191034,127.728668,27.2,(098)889-4415,,47350,沖縄県,島尻郡南風原町,,,,,,,,,,,町内一円,,
1,1,北谷公園,チャタンコウエン,沖縄県中頭郡北谷町字美浜2,,26.311989,127.757498,5,098-936-1234,,47326,沖縄県,北谷町,1,1,,1,,1,,,,"6,666人（2.25平方メートルあたり1人）",,http://ccdc.jp/facility/free-park-facilities/sports-parks/chatan-park/,
2,2,北谷小学校グラウンド,チャタンショウガッコウグラウンド,沖縄県沖縄市南桃原4-13-1,,26.326274,127.778351,88,098-933-3930,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,"2,226人（2.25平方メートルあたり1人）",,https://www.chatan.jp/smph/shisetsu/youchien_syougako/chatansho.html,
3,3,北谷第二小学校グラウンド,チャタンダイニショウガッコウグラウンド,沖縄県中頭郡北谷町字桑江567-1,,26.325264,127.772715,71,098-936-2511,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,"3,873人（2.25平方メートルあたり1人）",,http://www.chatan.jp/smph/shisetsu/youchien_syougako/chatan2sho.html,
4,4,北玉小学校グラウンド,キタタマショウガッコウグラウンド,沖縄県中頭郡北谷町字吉原875,,26.313341,127.773456,32,098-936-3928,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,"3,288人（2.25平方メートルあたり1人）",,http://www.chatan.jp/smph/shisetsu/youchien_syougako/kitatamasho.html,
5,5,浜川小学校グラウンド,ハマガワショウガッコウグラウンド,沖縄県中頭郡北谷町字宮城1-172,,26.326238,127.74867,4,098-936-4952,,47326,沖縄県,北谷町,1,1,,1,,,,,,"4,271人（2.25平方メートルあたり1人）",,http://www.chatan.jp/smph/shisetsu/youchien_syougako/hamagawasho.html,
6,6,北谷中学校グラウンド,チャタンチュウガッコウグラウンド,沖縄県中頭郡北谷町字吉原480,,26.32049,127.779754,101,098-936-3929,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,"4,853人（2.25平方メートルあたり1人）",,https://www.chatan.jp/shisetsu/chugaku/chatanjuniorhs.html,
7,7,桑江中学校グラウンド,クワエチュウガッコウグラウンド,沖縄県中頭郡北谷町美浜1-4-7,,26.311278,127.760574,4,098-936-2244,,47326,沖縄県,北谷町,1,1,,1,,,,,,"10,870人（2.25平方メートルあたり1人）",,https://www.chatan.jp/shisetsu/chugaku/kuwae.html,
8,8,桑江総合運動場,クワエソウゴウウンドウジョウ,沖縄県中頭郡北谷町字桑江595-2,,26.323962,127.769566,59,098-936-1234,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,"6,880人（2.25平方メートルあたり1人）",,https://www.chatan.jp/shisetsu/sports/kuwaeundojo.html,
9,9,上勢頭北公園,カミセドキタコウエン,沖縄県中頭郡北谷町字上勢頭709,,26.330519,127.771785,72,098-936-1234,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,488人（2.25平方メートルあたり1人）,,http://ccdc.jp/facility/free-park-facilities/cityblock-parks/kamisedo-north-park/,
10,10,上勢頭南公園,カミセドミナミコウエン,沖縄県中頭郡北谷町字上勢頭622-2,,26.328501,127.773929,79,098-936-1234,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,88人（2.25平方メートルあたり1人）,,http://ccdc.jp/facility/free-park-facilities/cityblock-parks/kamisedo-south-park/,
11,11,桃原公園,トウバルコウエン,沖縄県中頭郡北谷町字吉原554-1,,26.322362,127.777138,85,098-936-1234,,47326,沖縄県,北谷町,1,,1,1,1,,,,,"5,111人（2.25平方メートルあたり1人）",,http://ccdc.jp/facility/free-park-facilities/neighbors-parks/toubaru-park/,
12,12,桃原東公園,トウバルヒガシコウエン,沖縄県中頭郡北谷町字桃原10-3,,26.321568,127.779936,99,098-936-1234,,47326,沖縄県,北谷町,1,,1,1,1,,,,,88人（2.25平方メートルあたり1人）,,http://ccdc.jp/facility/free-park-facilities/cityblock-parks/tobaru-east-park/,
13,13,桃原西公園,トウバルニシコウエン,沖縄県中頭郡北谷町字桃原2-1,,26.320397,127.77789,101,098-936-1234,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,88人（2.25平方メートルあたり1人）,,http://ccdc.jp/facility/free-park-facilities/cityblock-parks/tobaru-west-park/,
14,14,桑江公園,クワエコウエン,沖縄県中頭郡北谷町字桑江440,,26.324334,127.767813,48,098-936-1234,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,"3,644人（2.25平方メートルあたり1人）",,http://ccdc.jp/facility/free-park-facilities/neighbors-parks/kuwae-park/,
15,15,砂辺第一公園,スナベダイイチコウエン,沖縄県中頭郡北谷町字砂辺311-4,,26.331874,127.750507,11,098-936-1234,,47326,沖縄県,北谷町,1,1,1,1,1,,,,,133人（2.25平方メートルあたり1人）,,http://ccdc.jp/facility/free-park-facilities/cityblock-parks/sunabe-first-park/,
16,16,宮城公園,ミヤギコウエン,沖縄県中頭郡北谷町字宮城1-171,,26.327594,127.748114,5,098-936-1234,,47326,沖縄県,北谷町,1,1,,1,,,,,,177人（2.25平方メートルあたり1人）,,http://ccdc.jp/facility/free-park-facilities/cityblock-parks/miyagi-park/,
17,17,港公園,ミナトコウエン,沖縄県中頭郡北谷町字港17,,26.321766,127.751639,4,098-936-1234,,47326,沖縄県,北谷町,1,1,,1,,,,,,311人（2.25平方メートルあたり1人）,,http://ccdc.jp/facility/free-park-facilities/cityblock-parks/minato-park/,
18,18,北前第一公園,キタマエダイイチコウエン,沖縄県中頭郡北谷町北谷2-4-4,,26.305289,127.760984,4,098-936-1234,,47326,沖縄県,北谷町,1,1,,1,,,,,,133人（2.25平方メートルあたり1人）,,http://ccdc.jp/facility/free-park-facilities/cityblock-parks/kitamae-first-park/,
