_id,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
94,472018,94,沖縄県,那覇市,枝梅竹紋赤絵椀,エダウメタケモンアカエワン,,,県指定有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1979-09-03,,,,,,,,,,,,
95,472018,95,沖縄県,那覇市,線彫染付魚文皿,センボリソメツケギョモンザラ,,,県指定有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1979-09-03,,,,,,,,,,,,
96,472018,96,沖縄県,那覇市,象嵌色差面取抱瓶,ゾウガンイロサシメントリダチビン,,,県指定有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1979-09-03,,,,,,,,,,,,
97,472018,97,沖縄県,那覇市,三線志多伯開鐘,サンシンシタハクケージョウ,,,県指定有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,個人蔵,1955-05-23,,,,,,,,,,,,
98,472018,98,沖縄県,那覇市,三線湧川開鐘,サンシンワクガワケージョウ,,,県指定有形文化財,美術工芸品,,沖縄県那覇市首里当蔵町,,26.220133,127.72065,,,,,,個人蔵,1955-05-23,,,,,,,,,,,,
99,472018,99,沖縄県,那覇市,三線江戸与那,サンシンエドユナー,,,県指定有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1956-12-14,,,,,,,,,,,,
100,472018,100,沖縄県,那覇市,三線南風原型（拝領）,サンシンハエバルガタ（ハイリョウ）,,,県指定有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,個人蔵,1958-08-15,,,,,,,,,,,,
1,472158,,沖縄県,南城市,仲村渠樋川,ナカンダカリヒージャー,,,重要文化財,その他,,沖縄県南城市玉城仲村渠70ｰ１,701-1一部・710・711ｰ２,26.147905,127.78849,,,1,郭,,,1995-06-27,,,,,,,,,,,,
2,472158,,沖縄県,南城市,沖縄県斎場御嶽出土品,オキナワケンセーファウタキシュツドヒン,,,重要文化財,美術工芸品,,沖縄県南城市佐敷新里1870,,26.167824,127.773163,,,562,箇,,,2001-06-22,,,,,,,,,,,,
3,472158,,沖縄県,南城市,斎場御嶽,セーファウタキ,,,史跡,建造物,,沖縄県南城市知念久手堅サヤハ原252,,26.170654,127.823814,,,,,,,1972-05-15,,,,,,,,,,,,
4,472158,,沖縄県,南城市,知念城跡,チネンジョウアト,,,史跡,建造物,,沖縄県南城市知念知念上知念田原,同クルク原,26.162497,127.814644,,,,,,,1972-05-15,,,,,,,,,,,,
5,472158,,沖縄県,南城市,糸数城跡,イトカズジョウアト,,,史跡,建造物,,沖縄県南城市玉城糸数竹之口原,同屋敷原,26.154463,127.765495,,,,,,,1972-05-15,,,,,,,,,,,,
6,472158,,沖縄県,南城市,玉城城跡,タマグスクジョウアト,,,史跡,建造物,,沖縄県南城市玉城玉城門原,同伊佐昆原,26.141863,127.782204,,,,,,,1987-08-21,,,,,,,,,,,,
7,472158,,沖縄県,南城市,島添大里城跡,シマシーオオザトジョウアト,,,史跡,建造物,,沖縄県南城市大里大里真手川原,,26.182674,127.757057,,,,,,,2012-01-24,,,,,,,,,,,,
8,472158,,沖縄県,南城市,佐敷城跡,サシキジョウアト,,,史跡,建造物,,沖縄県南城市佐敷佐敷島宜原,,26.165562,127.789841,,,,,,,2013-10-17,,,,,,,,,,,,
9,472158,,沖縄県,南城市,アマミクヌムイ①久高コハウ森（久高のフボー御嶽）,アマミクヌムイ　クダカコハウムイ（クダカノフボーウタキ）,,,名勝,その他,,沖縄県南城市知念久高久高原,,26.161999,127.893967,,,,,,,2015-06-19,,,,,,,,,,,,
10,472158,,沖縄県,南城市,アマミクヌムイ②斎場嶽（斎場御嶽）,アマミクヌムイ　セーファタキ（セーファウタキ）,,,名勝,その他,,沖縄県南城市知念久手堅サヤハ原,同長堂原,26.170654,127.823814,,,,,,,2018-10-15,,,,,,,,,,,,
11,472158,,沖縄県,南城市,アマミクヌムイ③玉城アマツゝ（玉城グスク）,アマミクヌムイ　タマグスクアマツ（タマグスクグスク）,,,名勝,その他,,沖縄県南城市玉城玉城門原,同伊佐昆原,26.141863,127.782204,,,,,,,2019-10-16,,,,,,,,,,,,
12,472158,,沖縄県,南城市,久高島の海岸植物群落,クダカジマノカイガンショクブツグンラク,,,天然記念物,その他,,沖縄県南城市知念久高久高原,,26.161999,127.893967,,,,,,,2015-06-19,,,,,,,,,,,,
27,472158,,沖縄県,南城市,小谷の石畳道,オコクノイシダタミミチ,,,市指定重要有形民俗文化財,建造物,,沖縄県南城市佐敷小谷小谷原59,",60地先",26.173203,127.76561,,,,,,,1980-03-19,,,,,,,,,,,,
43,472158,,沖縄県,南城市,テダ御川,テダウッカー,,,史跡,その他,,沖縄県南城市知念知名1172,,26.18421,127.81617,,,,,,,1982-03-31,,,,,,,,,,,,
13,472158,,沖縄県,南城市,住宅主屋(旧喜屋武家、旧田場家、旧伊礼家、旧上里家）、住宅フール（旧知念家),ジュウタクオモヤ（キュウキャンケ､キュウタバケ、キュウイレイケ、キュウウエザトケ）、ジュウタクフール（キュウチネンケ）,,,登録有形文化財,建造物,,沖縄県南城市玉城前川1384他,おきなわワールド内,26.144705,127.749931,,,5,件,,,2008-05-07,,,,,,,,,,,,
14,472158,,沖縄県,南城市,久高島の漁撈習俗,クダカジマノギョロウシュウゾク,,,記録作成等の措置を講ずべき無形文化財,工芸技術,,沖縄県南城市知念久高,,26.161999,127.893967,,,,,,,1994-12-07,,,,,,,,,,,,
15,472158,,沖縄県,南城市,大城按司の墓,ウフグスクアンジノハカ,,,県指定重要文化財,建造物,,沖縄県南城市大里大城1405,,26.167183,127.7575,,,1,基,,,1961-06-15,,,,,,,,,,,,
16,472158,,沖縄県,南城市,知念城跡,チネンジョウアト,,,県指定重要文化財,建造物,,沖縄県南城市知念知念,,26.162497,127.814644,,,,,,,1962-06-07,,,,,,,,,,,,
17,472158,,沖縄県,南城市,佐敷ようどれ,サシキヨウドレ,,,県指定史跡,建造物,,沖縄県南城市佐敷佐敷仲上原,,26.165562,127.789841,,,,,,,1958-01-17,,,,,,,,,,,,
18,472158,,沖縄県,南城市,垣花城跡,カキノハナジョウアト,,,県指定史跡,建造物,,沖縄県南城市玉城垣花和名盤,,26.15114,127.792603,,,,,,,1961-06-15,,,,,,,,,,,,
19,472158,,沖縄県,南城市,ミントングスク,ミントングスク,,,県指定史跡,建造物,,沖縄県南城市玉城仲村渠後根,,26.147905,127.78849,,,,,,,1977-01-10,,,,,,,,,,,,
20,472158,,沖縄県,南城市,斎場御嶽,セーファウタキ,,,県指定名勝,その他,,沖縄県南城市知念久手堅サヤハ原,,26.170654,127.823814,,,,,,,1955-01-25,,,,,,,,,,,,
21,472158,,沖縄県,南城市,佐敷町冨祖崎海岸のハマジンチョウ群落,サシキチョウフソザキカイガンノハマジンチョウグンラク,,,県指定天然記念物,その他,,沖縄県南城市佐敷冨祖崎,,26.174837,127.794128,,,,,,,1961-06-15,,,,,,,,,,,,
22,472158,,沖縄県,南城市,チチンガー,チチンガー,,,市指定重要文化財,建造物,,沖縄県南城市大里大里577,,26.186756,127.760452,,,,,,,1990-03-15,,,,,,,,,,,,
23,472158,,沖縄県,南城市,焚字炉,フンジュルー,,,市指定重要文化財,建造物,,沖縄県南城市玉城百名104-1,,26.141132,127.790627,,,,,,,1994-02-23,,,,,,,,,,,,
24,472158,,沖縄県,南城市,島添大里按司の墓,シマシーオオザトアンジノハカ,,,市指定重要文化財,建造物,,沖縄県南城市大里大里660,,26.182674,127.757057,,,,,,,2004-05-25,,,,,,,,,,,,
25,472158,,沖縄県,南城市,喜屋武久殿,チャンクドゥン,,,市指定重要有形民俗文化財,建造物,,沖縄県南城市佐敷津波古見謝原2170-1,,26.182243,127.770821,,,,,,,1980-03-19,,,,,,,,,,,,
26,472158,,沖縄県,南城市,土帝君,トゥーテイクン,,,市指定重要有形民俗文化財,建造物,,沖縄県南城市佐敷新里澤川原153-1,,26.167824,127.773163,,,,,,,1980-03-19,,,,,,,,,,,,
28,472158,,沖縄県,南城市,上の井,ウイノカー,,,市指定重要有形民俗文化財,その他,,沖縄県南城市佐敷小谷小谷原69-1,,26.173203,127.76561,,,,,,,1980-03-19,,,,,,,,,,,,
29,472158,,沖縄県,南城市,中の井,ナカヌカー,,,市指定重要有形民俗文化財,その他,,沖縄県南城市佐敷小谷小谷原71,,26.173203,127.76561,,,,,,,1980-03-19,,,,,,,,,,,,
30,472158,,沖縄県,南城市,下茂の井,シムヌカー,,,市指定重要有形民俗文化財,その他,,沖縄県南城市佐敷小谷小谷原81-1,,26.173203,127.76561,,,,,,,1980-03-19,,,,,,,,,,,,
31,472158,,沖縄県,南城市,土帝君・仏像,トゥーテイクン・ブツゾウ,,,市指定重要有形民俗文化財,美術工芸品,,沖縄県南城市佐敷手登根手登根原1-1,,26.168901,127.804115,,,,,,,1983-03-07,,,,,,,,,,,,
32,472158,,沖縄県,南城市,美里井,ンザトゥガー,,,市指定重要有形民俗文化財,その他,,沖縄県南城市佐敷佐敷島之上原1142,,26.165562,127.789841,,,,,,,1983-03-07,,,,,,,,,,,,
33,472158,,沖縄県,南城市,知念のシーサー,チネンノシーサー,,,市指定重要有形民俗文化財,美術工芸品,,沖縄県南城市知念知念1127-5,,26.162497,127.814644,,,,,,,1983-03-18,,,,,,,,,,,,
34,472158,,沖縄県,南城市,具志堅のシーサー,グシケンノシーサー,,,市指定重要有形民俗文化財,美術工芸品,,沖縄県南城市知念具志堅228-1,,26.157539,127.808716,,,,,,,1983-03-28,,,,,,,,,,,,
35,472158,,沖縄県,南城市,食栄森御嶽,イイムイウタキ,,,市指定重要有形民俗文化財,その他,,沖縄県南城市大里大里794-1,,26.185816,127.756859,,,,,,,1993-02-02,,,,,,,,,,,,
36,472158,,沖縄県,南城市,南風原の石彫魔除獅子,ハエバルノセキチョウマヨケシシ,,,市指定重要有形民俗文化財,美術工芸品,,沖縄県南城市大里大里827-1,,26.182674,127.757057,,,,,,,1993-02-02,,,,,,,,,,,,
37,472158,,沖縄県,南城市,ヤハラヅカサ,ヤハラヅカサ　　　　　　　,,,市指定重要有形民俗文化財,その他,,沖縄県南城市玉城百名浦原,地先,26.139734,127.789192,,,,,,,1994-02-23,,,,,,,,,,,,
38,472158,,沖縄県,南城市,フッチャー石,フッチャーイシ,,,市指定重要有形民俗文化財,その他,,沖縄県南城市佐敷手登根前原512-1,,26.168901,127.804115,,,,,,,2002-03-04,,,,,,,,,,,,
39,472158,,沖縄県,南城市,浜川御嶽,ハマカワウタキ,,,史跡,建造物,,沖縄県南城市玉城百名伊佐良原717,,26.139734,127.789192,,,,,,,1977-07-21,,,,,,,,,,,,
40,472158,,沖縄県,南城市,受水走水,ウキンジュハインジュ,,,史跡,その他,,沖縄県南城市百名浦原1593,他４筆,26.144402,127.766922,,,,,,,1977-07-21,,,,,,,,,,,,
41,472158,,沖縄県,南城市,志喜屋グスク,シキヤグスク,,,史跡,建造物,,沖縄県南城市知念志喜屋505-6,,26.15188,127.79882,,,,,,,1982-03-31,,,,,,,,,,,,
42,472158,,沖縄県,南城市,神山の殿,カミヤマノトゥン,,,史跡,建造物,,沖縄県南城市知念知念449,,26.162497,127.814644,,,,,,,1982-03-31,,,,,,,,,,,,
44,472158,,沖縄県,南城市,つきしろの岩・井,ツキシロノイワ・カー,,,史跡,その他,,沖縄県南城市佐敷佐敷島宜原158,,26.165562,127.789841,,,,,,,1983-03-07,,,,,,,,,,,,
45,472158,,沖縄県,南城市,久高島クボー御嶽,クダカジマクボーウタキ,,,史跡,建造物,,沖縄県南城市知念久高434,,26.161999,127.893967,,,,,,,1986-03-01,,,,,,,,,,,,
46,472158,,沖縄県,南城市,カンチャ大川,カンチャウッカー,,,史跡,その他,,沖縄県南城市知念志喜屋559,,26.153685,127.799362,,,,,,,1988-10-01,,,,,,,,,,,,
47,472158,,沖縄県,南城市,大城城跡,ウフグスクシロアト,,,史跡,建造物,,沖縄県南城市大里大城951,他16筆,26.167183,127.7575,,,,,,,1993-02-02,,,,,,,,,,,,
48,472158,,沖縄県,南城市,船越グスク,フナコシグスク,,,史跡,建造物,,沖縄県南城市玉城船越338,,26.154322,127.75489,,,,,,,1994-02-23,,,,,,,,,,,,
49,472158,,沖縄県,南城市,知念按司の墓,チネンアンジノハカ,,,史跡,建造物,,沖縄県南城市知念知念1148-10,,26.162497,127.814644,,,,,,,1996-05-01,,,,,,,,,,,,
50,472158,,沖縄県,南城市,知名御川,チナウッカー,,,史跡,その他,,沖縄県南城市知念知名815,,26.18421,127.81617,,,,,,,1996-05-01,,,,,,,,,,,,
51,472158,,沖縄県,南城市,苗代大比屋の屋敷跡,ナーシルウフヤ,,,史跡,建造物,,沖縄県南城市佐敷佐敷島宜原86,,26.165562,127.789841,,,,,,,2002-03-04,,,,,,,,,,,,
52,472158,,沖縄県,南城市,具志堅の樋川,グシケンノカー,,,史跡,その他,,沖縄県南城市知念具志堅164-1,,26.157013,127.809311,,,,,,,2002-08-19,,,,,,,,,,,,
53,472158,,沖縄県,南城市,ウローカーの砲台跡,ウローカーノホウダイアト,,,史跡,その他,,沖縄県南城市知念久手堅255,,26.170654,127.823814,,,,,,,2018-04-24,,,,,,,,,,,,
54,472158,,沖縄県,南城市,前川民間防空壕,マエカワミンカンボウクウゴウ,,,史跡,建造物,,沖縄県南城市玉城前川306－3,他17筆等,26.144705,127.749931,,,,,,,2018-04-24,,,,,,,,,,,,
1,473570,40000001,沖縄県,南大東村,ダイトウオオコオモリ,ダイトウオオコオモリ,,,天然記念物,,,,,,,,,,,,,,,,,,,,,,,,,
2,473570,40000002,沖縄県,南大東村,南大東島東海岸植物群落,ミナミダイトウジマヒガシカイガンショクブツグンラク,,,天然記念物,,,沖縄県島尻郡南大東村字旧東436-1,,25.835281,131.265703,,,,,,,,,,,,,,,,,,,
3,473570,40000003,沖縄県,南大東村,大池のオヒルギ群落,オオイケノオヒルギグンラク,,,天然記念物,,,沖縄県島尻郡南大東村字北518,,25.858626,131.234892,,,,,,,,,,,,,,,,,,,
4,473570,40000004,沖縄県,南大東村,南大東島西港旧ボイラー小屋,ミナミダイトウジマニシコウキュウボイラーゴヤ,,,登録有形文化財,建造物,,沖縄県島尻郡南大東村字池之沢146,,25.842603,131.218059,,,,,,,,,,,,,,,,,,,
1,473502,473500401,沖縄県,南風原町,修宮城橋碑,シュウミヤグスクバシヒ,修宮城橋碑,Miyagusuku Bridge Commemoration Stone,町指定重要文化財,建造物,南風原町立南風原文化センター,沖縄県島尻郡南風原町喜屋武257,,26.187295,127.730469,(098)889-7399,,,,,,1990-06-27,,,,,,,国場川上流にかかる宮城橋近くに立っていた石碑。1728年、かつて東西にあった旧橋を廃棄し、その中間に新しく橋を築いたことが記されている。交通の要路として重要視された南風原を裏付ける文化財である。,,与那原から首里・識名方面に向かう県道40号線、国場川上流にかかる宮城橋近くに立っていた石碑。かつてここには西と東に二つの橋があったが破損が甚だしかった。そこで東西にある二つの旧橋を廃棄し、その中間に新しく橋を築いたのが1728年である。8月8日に起工し、10月31日に完成した。そのことが書いてあるのがこの「修宮城橋碑」である。都通事の蔡其棟が文を作り、秀才の陳昌言がこれを書いている。石碑は、大戦で破壊され現存するものは中央部分である。しかし『碑文記』の文章と比較すると加除のあとがみられ碑残欠には裏文もないことから、後代に再建されたものと考えられる。町内に現存する石碑として、かつて交通の要路として重要視された南風原を裏付ける歴史的に重要な文化財である。,,,
2,473502,473500402,沖縄県,南風原町,宇平橋碑,ウヒーバシヒ,宇平橋碑,Uhi Bridge Commemoration Stone,町指定重要文化財,建造物,南風原町立南風原文化センター,沖縄県島尻郡南風原町喜屋武257,,26.187295,127.730469,(098)889-7399,,,,,,1990-06-27,,,,,,,琉球王府が建てた橋の石碑としては5番目に古いもので、完全な形状で残っているものとしては最古の碑である。,,琉球王府が建てた橋の石碑としては5番目に古いものである。沖縄戦で台座は破壊され、石碑本体表面にも戦車んぼキャタピラの傷跡はあるものの割れずに完全な形状で残っているものとしては最古の碑である。当時の社会状況を知る貴重な文化財である。,,,
3,473502,473500403,沖縄県,南風原町,印部土手石,シルビドテイシ,印部土手石,Shirubi Field Boundary,町指定重要文化財,建造物,南風原町立南風原文化センター,沖縄県島尻郡南風原町喜屋武257,,26.187295,127.730469,(098)889-7399,,,,,,1990-06-27,,,,,,,印部土手石は、琉球王府時代から明治にかけて田畑を測量する基準点として設定されたもので、首里王府の農業政策の断面を知ることができる文化財である。南風原町からは4個発見されている。,,印部土手石は、琉球王府時代から明治にかけて、田畑を測量する基準点として設定され、各間切に約300個あったといわれている。現在沖縄では100個あまり発見されており、南風原町からは4個発見されている。『南風原村史』に印部土手石についての資料がある。「南風原間切農業取締法」の条項に首里王府の田畑奉行から、各村（現在の字）の掟に対して、「シルビ土手石や本田畑、山野・川沿いの宿道を左右、境土手は度々申し渡しておいた通り保護に念を入れるように下知」、その検分を間切役人に申しつけている。また、南風原間切番所から各村に、「印部土手石の崩れた所があったら、直径六尺の根張石で積廻しておくこと」と具体的に補修の仕方まで指示している。さらに「印部土手石の破れたところは一ヶ所につき、百貫文ずつ」と管理を怠った村に対して科銭（罰金）を課すという念の入れようだった。このように、印部土手石は首里王府の農業政策の断面を知る実物であり、文化財としての価値は大である。,,,
4,473502,473500404,沖縄県,南風原町,兼城の石獅子,カネグスクノイシジシ,兼城の石獅子,Stone Lion of Kanegusuku Village,町指定重要有形民俗文化財,建造物,,沖縄県島尻郡南風原町兼城190-1,,26.195578,127.728159,,,,,,,1990-06-27,,,,,,,南風原に4基ある村落石獅子のひとつ。上間（那覇市）へのケーシ（返し）であると伝えられ、上間が周辺の人々にとって恐れの対象になっていたことをうかがわせる。,,南風原に4基ある村落石獅子のひとつ。兼城にはかつてもう1基あったというが、現在は消失して1基だけが残る。当石獅子は、上間（那覇市）へのケーシ（返し）であると伝えられる。上間がその一帯の人々にとって恐れの対象になっていたことをうかがわせる。,,,
5,473502,473500405,沖縄県,南風原町,本部の石獅子,モトブノイシジシ,本部の石獅子,Stone Lione of Motobu Village,町指定重要有形民俗文化財,建造物,,沖縄県島尻郡南風原町本部145-7,,26.19088,127.72728,,,,,,,1990-06-27,,,,,,,本部集落の北の丘陵にあり、東風平のエージ（八重瀬）に向けられている。南部一帯には、八重瀬がヒーザン（火山）であるという考えがあり、フーチゲーシ（邪気返し）の目的で石獅子が作られたと伝えられている。,,集落の北の丘陵にあり、南南西の方に正面を向けている。本部にはかつて2基の村落石獅子があったが、1基は消失、1基が残存している。2基とも東風平のエージ（八重瀬）に向けられた点で共通している。八重瀬はシー（精）高い山であるという考えがあり、また本部集落は八重瀬と向かい合う形で立地していると考えられていたため、それへのフーチゲーシ（邪気返し）の目的で石獅子が作られたと伝えられている。八重瀬がヒーザン（火山）であるという考えは、南部一帯に流布している。なお、当石獅子は、その形態・表情が一般の石獅子とは異なって大変ユニークである点も一つの特徴である。,,,
6,473502,473500406,沖縄県,南風原町,照屋の石獅子（A）,テルヤノイシジシ,照屋の石獅子（A）,Stone Lione of Teruya Village,町指定重要有形民俗文化財,建造物,,沖縄県島尻郡南風原町照屋53,,26.188068,127.726429,,,,,,,1990-06-27,,,,,,,伝承では、本部がフーチゲーシのために東風平の八重瀬に向けて石獅子を作ったが、照屋の人々は故意に自分たちの集落に石獅子を向けていると思い込み、それに対抗するため2基の石獅子を作って本部集落に向けたという。照屋と本部の間には、水の問題をめぐって争いがあったと伝えられている。,,照屋集落にある2基の石獅子は、本部集落に向けられているといわれる。本部では、東風平の八重瀬へのフーチゲーシのために2基の石獅子を作ったが、その2基の石獅子は照屋集落に向くかたちになった。伝承では、照屋の人々は、本部が故意に自分たちの集落に石獅子を向けているものと思い込み、それに対抗するため2基の石獅子を作って本部集落に向けたという。照屋と本部の間には、水の問題をめぐってしばしば争いがあったと伝えられており、かつての両集落の関係を示唆する興味深い伝承である。,,,
7,473502,473500407,沖縄県,南風原町,照屋の石獅子（B）,テルヤノイシジシ,照屋の石獅子（B）,Stone Lione of Teruya Village,町指定重要有形民俗文化財,建造物,,沖縄県島尻郡南風原町照屋111,デー森,26.186971,127.724519,,,,,,,1990-06-27,,,,,,,伝承では、本部がフーチゲーシのために東風平の八重瀬に向けて石獅子を作ったが、照屋の人々は故意に自分たちの集落に石獅子を向けていると思い込み、それに対抗するため2基の石獅子を作って本部集落に向けたという。照屋と本部の間には、水の問題をめぐって争いがあったと伝えられている。,,照屋集落にある2基の石獅子は、本部集落に向けられているといわれる。本部では、東風平の八重瀬へのフーチゲーシのために2基の石獅子を作ったが、その2基の石獅子は照屋集落に向くかたちになった。伝承では、照屋の人々は、本部が故意に自分たちの集落に石獅子を向けているものと思い込み、それに対抗するため2基の石獅子を作って本部集落に向けたという。照屋と本部の間には、水の問題をめぐってしばしば争いがあったと伝えられており、かつての両集落の関係を示唆する興味深い伝承である。,,,
8,473502,473500408,沖縄県,南風原町,御宿井,ウスクガー,御宿井,Usukuga Well,町指定史跡,建造物,,沖縄県島尻郡南風原町宮城89-1,,26.205246,127.743357,,,,,,,1990-06-27,,,,,,,御宿井は「羽衣伝説」の言い伝えが残る井戸。長らく区の生活水として利用され、現在では拝所となっている。周辺からはグスク時代の人々の生活をしのばせる出土品もあり、歴史的に価値の高い文化財といえる。,,御宿井は『琉球国由来記』（1713年）と『球陽』外巻の『遺老説伝』（1745年）に「羽衣伝説」の言い伝えが残る井戸として紹介されている。直径1.2mほど、琉球石灰岩を用いて作られた井戸は、上水道が普及する以前までは区の生活水として利用されていた。現在ではウマチーなどの行事の拝所となっている。また、周辺からはフェンサ上層式土器や須恵器、青磁片などグスク時代の人々の生活をしのばせる出土品もあり、歴史的に価値の高い文化財といえる。,,,
9,473502,473500409,沖縄県,南風原町,大名ヒージャーガーと石碑,オオナヒージャーガートセキヒ,大名ヒージャーガーと石碑,Ona Village Hijaga Well and Commemoration Stone,町指定史跡,建造物,,沖縄県島尻郡南風原町大名80,,26.209971,127.733202,,,,,,,1990-06-27,,,,,,,大名から首里に向かう旧街道脇にある共同井戸で、そばに井戸の由来が刻まれている石碑が建つ。碑文によると、この道路は雨天時には往来が難渋するので1769年に改修し、樋川を築かせたという。また、王妃が行幸の際に水を求め、美味の水を賞賛して碑を建てたとの伝承もある。,,大名の首里に向かう旧街道脇にある共同井戸で、個人の屋敷東側にある。井戸の口は直径1mの楕円形をしており、水深4m、深さ1まで石積みされており現在でも水量は豊富である。井戸のそばに石碑があり、漢文でヒージャーガーの出来た由来が刻まれている。碑文によると、この道路は雨天時には往来が難渋するので乾隆34年（1769年）これを改修し、樋川を築かせたという。一方では、王妃が久高島に向かう途中で休息して水を求めたところ、美味の湧泉があったので、これを賞賛して碑を建てたとの伝承もある。この道はわりと急な坂でヒージャーガービラとよばれ、かつて与那原から宮城橋を通り首里に至る幹線道路であった。その街道を裏付ける現在も唯一残っている井戸としてまた石碑として歴史的に貴重な文化財である。,,,
10,473502,473500410,沖縄県,南風原町,沖縄陸軍病院南風原壕,オキナワリクグンビョウインハエバルゴウ,沖縄陸軍病院南風原壕,Okinawa Army Hospital Haebaru Bunkers,町指定史跡,建造物,,沖縄県島尻郡南風原町喜屋武,内地真原、大門原、慶原の町有地,26.18795,127.732906,,,,,,,1990-06-27,,,,,,,沖縄陸軍病院は1944年5月に編成され那覇市内で活動を始めたが、同年10月の空襲により南風原国民学校校舎に移転した。1945年3月下旬、病院は字喜屋武と字兼城に掘られた約30の横穴壕へと移った。軍医、看護婦、衛生兵ら約350人に加え、いわゆるひめゆり学徒222人が引率教師18人と共に看護補助要員として動員された。5月下旬、南部撤退命令が出されたが、重症患者に青酸カリが配られ、自決の強要が行われた。1990年、戦争の悲惨さを伝える証として壕群を町の文化財に指定した。,,沖縄陸軍病院は1944年5月に熊本で第32軍の陸軍病院として編成された。6月から那覇市内で活動を始めたが、同年10月10日米軍の空襲によって施設が焼失し、南風原国民学校校舎に移転した。それ以降、第32軍野戦築城隊の指導のもと、字喜屋武（黄金森）と字兼城（現在の役場北側丘）に約30の横穴壕が造られた。米軍の艦砲射撃が始まった1945年3月下旬、陸軍病院は各壕へと移った。広池文吉病院長以下、軍医、看護婦、衛生兵ら約350人に加えて、3月24日には沖縄師範学校女子部・県立第一高等女学校の生徒（ひめゆり学徒）222人が教師18人に引率され、看護補助要員として動員された。4月1日の米軍上陸後、外傷患者の激増に対応する為、外科を第一外科、内科を第二外科、伝染病科を第三外科と改めた。5月下旬、第32軍司令部は摩文仁（糸満市）へ撤退を決定し、陸軍病院に撤退命令が出された。その際、重症患者に青酸カリが配られ、自決の強要が行われた。南風原町は1990年、戦争の悲惨さを伝える証として第一外科壕群・第二外科壕群を町の文化財に指定した。,,,
11,473502,473500411,沖縄県,南風原町,南風原間切番所跡のフクギ群,ハエバルマギリバンジョアトノフクギグン,南風原間切番所跡のフクギ群,Fukugi Grove at the Haebaru District Royal Government Office Ruins,町指定天然記念物,その他,,沖縄県島尻郡南風原町宮平9,,26.196003,127.73269,,,,,,,1990-06-27,,,,,,,南風原間切番所は1611年頃に設置された。現在、番所跡には7本のフクギの老木が残り、その大きさは県指定天然記念物、名護番所跡のフクギ群（推定樹齢300年）に近い。また、上杉県令が1881年に記した日誌に「老大のフクギ」との記述があり、樹齢はかなり古いものと思われる。,,1611年頃、尚寧王が各間切に番所を設置し、南風原間切番所もそのときに設置された。現在、番所跡には道路に沿って7本のフクギの老木が残っており、町内では珍しい。このフクギ群は樹高が約9m前後あり、胸高直径は71cmを最大として、62cm、52cm、50cm、50cm、40cm、29cmを示す。これらの数値は県指定天然記念物、名護番所跡のフクギ群（推定樹齢300年）に近い。また、上杉県令の『沖縄県巡回日誌』（1881年）では「老大のフクギ」と記述されている。これらのことから樹齢はかなり古いものと思われる。,,,
