_id,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
26,473286,22001,沖縄県,中城村,ファミリーマート　中城南上原店,ファミリーマートナカグスクミナミウエバルテン,沖縄県中頭郡中城村字南上原756-1,,26.250596,127.772938,イートインスペース,098-870-3400,,,,日月火水木金土,,,24時間営業,有,,
27,473286,23001,沖縄県,中城村,信栄石油　北上原給油所,シンエイセキユキタウエバルキュウユショ,沖縄県中頭郡中城村字北上原428,,26.265711,127.775362,事務所,098-895-5512,,,有限会社信栄石油,日月火水木金土,7:00,22:00,,有,,
1,473561,,沖縄県,渡名喜村,渡名喜村役場,トナキソンヤクバ,沖縄県渡名喜村1917ｰ3,,26.37211,127.141121,,(098)989-2002,,,,,,,,,,
2,473561,,沖縄県,渡名喜村,渡名喜村旅客ターミナル,トナキソンヤクバリョキャクターミナル,沖縄県渡名喜村西1917ｰ12,,26.371469,127.142792,,(098)989-2479,,,,,,,,,,
3,473561,,沖縄県,渡名喜村,多目的活動施設,タモクテキカツドウシセツ,沖縄県渡名喜村1860,,26.37211,127.141121,,(098)989-2068,,,,,,,,,,
4,473561,,沖縄県,渡名喜村,多目的拠点施設,タモクテキキョテンシセツ,沖縄県渡名喜村1860,,26.37211,127.141121,,(098)989-2068,,,,,,,,,,
5,473561,,沖縄県,渡名喜村,渡名喜幼・小中学校,トナキヨウ・ショウチュウガッコウ,沖縄県渡名喜村639,,26.37211,127.141121,,(098)989-2005,,,,,,,,,,
6,473561,,沖縄県,渡名喜村,渡名喜診療所,トナキシンリョウジョ,沖縄県渡名喜村1916-1,,26.37211,127.141121,,(098)989-2003,,,,,,,,,,
7,473561,,沖縄県,渡名喜村,渡名喜村歯科診療所,トナキソンシカシンリョウジョ,沖縄県渡名喜村1916ｰ1,,26.37211,127.141121,,(098)989-2011,,,,,,,,,,
8,473561,,沖縄県,渡名喜村,渡名喜村観光案内所,トナキソンカンコウアンナイジョ,沖縄県渡名喜村1917-3,,26.37211,127.141121,,(098)996-3758,,,,,,,,,,
9,473561,,沖縄県,渡名喜村,パークゴルフ場,パークゴルフジョウ,沖縄県渡名喜村脇原2270ｰ3,,26.368242,127.140343,,(098)989-2055,,,,,,,,,,
1,473243,1,沖縄県,中頭郡読谷村,読谷村役場,ヨミタンソンヤクバ,沖縄県中頭郡読谷村字座喜味2901,,26.396254,127.744149,１階受付,098-982-9200,,7000000000000,読谷村,月火水木金,8:30,17:15,12/29～1/3は終日不可,有,http://www.vill.yomitan.okinawa.jp/,
2,473243,2,沖縄県,中頭郡読谷村,読谷村役場,ヨミタンソンヤクバ,沖縄県中頭郡読谷村字座喜味2901,,26.396254,127.744149,,098-982-9200,,7000000000000,読谷村,月火水木金,8:30,17:15,12/29～1/3は終日不可,有,http://www.vill.yomitan.okinawa.jp/,
3,473243,3,沖縄県,中頭郡読谷村,読谷村役場,ヨミタンソンヤクバ,沖縄県中頭郡読谷村字座喜味2901,,26.396254,127.744149,,098-982-9200,,7000000000000,読谷村,月火水木金,8:30,17:15,12/29～1/3は終日不可,有,http://www.vill.yomitan.okinawa.jp/,
4,473243,4,沖縄県,中頭郡読谷村,ホテル日航アリビラ,ホテルニッコウアリビラ,沖縄県中頭郡読谷村字儀間600,,26.414532,127.716043,,098-982-9111,,9010000000000,株式会社アリビラホテルマネージメント,,,,,,https://www.alivila.co.jp/,
5,473243,5,沖縄県,中頭郡読谷村,ホテル日航アリビラ,ホテルニッコウアリビラ,沖縄県中頭郡読谷村字儀間600,,26.414532,127.716043,,098-982-9111,,9010000000000,株式会社アリビラホテルマネージメント,,,,,,https://www.alivila.co.jp/,
6,473243,6,沖縄県,中頭郡読谷村,ホテル日航アリビラ,ホテルニッコウアリビラ,沖縄県中頭郡読谷村字儀間600,,26.414532,127.716043,,098-982-9111,,9010000000000,株式会社アリビラホテルマネージメント,,,,,,https://www.alivila.co.jp/,
7,473243,7,沖縄県,中頭郡読谷村,沖縄クリスチャンスクール,オキナワクリスチャンスクール,沖縄県中頭郡読谷村字座喜味1835,,26.396686,127.729848,,098-958-3000,,1360000000000,学校法人沖縄クリスチャンスクール,月火水木金,8:00,16:00,,,http://ocsi.org/,
8,473243,8,沖縄県,中頭郡読谷村,Royal Hotel 沖縄残波岬,ロイヤルホテルオキナワザンパミサキ,沖縄県中頭郡読谷村字宇座1575,,26.435136,127.718035,,098-958-5000 ,,4120000000000,大和リゾート株式会社 ,,,,,,https://www.daiwaresort.jp/okinawa/index.html,
9,473243,9,沖縄県,中頭郡読谷村,古堅小学校,フルゲンショウガッコウ,沖縄県中頭郡読谷村字楚辺999-1,,26.381158,127.741961,,098-956-2158 ,,7000000000000,読谷村,,,,,,https://www.pref.okinawa.jp/edu/shien/gakko/sho/226.html,
10,473243,10,沖縄県,中頭郡読谷村,古堅南小学校,フルゲンミナミショウガッコウ,沖縄県中頭郡読谷村字古堅612-1,,26.371088,127.748,,098-956-1129,,7000000000000,読谷村,,,,,,https://www.pref.okinawa.jp/edu/shien/gakko/sho/227.html,
11,473243,11,沖縄県,中頭郡読谷村,残波ゴルフクラブ,ザンパゴルフクラブ,沖縄県中頭郡読谷村字宇座1133,,26.434679,127.721947,,098-958-1938,,1360000000000,株式会社残波ゴルフクラブ ,,,,,,https://www.zanpa-golfclub.jp/,
12,473243,12,沖縄県,中頭郡読谷村,残波ビーチ,ザンパビーチ,沖縄県中頭郡読谷村字宇座1933,,26.435672,127.715952,,098-982-9216,,7000000000000,読谷村,,,,,,http://www.yomitan-kankou.jp/detail.jsp?id=74757&menuid=11949&funcid=3,
13,473243,13,沖縄県,中頭郡読谷村,渡慶次小学校,トケシショウガッコウ,沖縄県中頭郡読谷村字瀬名波510,,26.418222,127.728662,,098-958-2503,,7000000000000,読谷村,,,,,,https://www.pref.okinawa.jp/edu/shien/gakko/sho/174.html,
14,473243,14,沖縄県,中頭郡読谷村,読谷小学校,ヨミタンショウガッコウ,沖縄県中頭郡読谷村字高志保1277-1,,26.406787,127.732552,,098-958-2403,,7000000000000,読谷村,,,,,,https://www.pref.okinawa.jp/edu/shien/gakko/sho/274.html,
15,473243,15,沖縄県,中頭郡読谷村,読谷診療所,ヨミタンシンリョウジョ,沖縄県中頭郡読谷村字都屋179,,26.39463,127.72522,,098-956-1151,,7000000000000,読谷村,,,,,,http://www.vill.yomitan.okinawa.jp/sections/clinic/post-386.html,
16,473243,16,沖縄県,中頭郡読谷村,古堅中学校,フルゲンチュウガッコウ,沖縄県中頭郡読谷村字伊良皆297,,26.380485,127.752383,,098-956-2221,,7000000000000,読谷村,,,,,,https://www.pref.okinawa.jp/edu/shien/gakko/chu/134.html,
17,473243,17,沖縄県,中頭郡読谷村,古堅中学校,フルゲンチュウガッコウ,沖縄県中頭郡読谷村字伊良皆297,,26.380485,127.752383,,098-956-2221,,7000000000000,読谷村,,,,,,https://www.pref.okinawa.jp/edu/shien/gakko/chu/134.html,
18,473243,18,沖縄県,中頭郡読谷村,読谷高校,ヨミタンコウコウ,沖縄県中頭郡読谷村字伊良皆198,,26.38299,127.752601,,098‐956-2157,,1000000000000,沖縄県,,,,,,http://www.yomitan-h.open.ed.jp/,
19,473243,19,沖縄県,中頭郡読谷村,読谷村文化センター,ヨミタンソンブンカセンター,沖縄県中頭郡読谷村字座喜味2901,,26.396172,127.74523,,098-982-9292,,7000000000000,読谷村,,,,,,http://www.vill.yomitan.okinawa.jp/facilities/post-29.html,
20,473243,20,沖縄県,中頭郡読谷村,ライフケアクリニック長浜,ライフケアクリニックナガハマ,沖縄県中頭郡読谷村字長浜1530-1,,26.417082,127.731159,,098-982-9000,,9360000000000,医療法人ライフケア読谷,,,,,,http://www.lcy-mc.com/,
21,473243,21,沖縄県,中頭郡読谷村,そけん小児科医院,ソケンショウニカイイン,沖縄県中頭郡読谷村字波平2459,,26.394719,127.724315,,098-958-1544,,4360000000000,医療法人そけん小児科 ,,,,,,,
22,473243,22,沖縄県,中頭郡読谷村,（株）共立創建,カブシキガイシャキョウリツソウケン,沖縄県中頭郡読谷村字伊良皆686-3,,26.393031,127.754696,,098-956-5945,,5360000000000,株式会社共立創建 ,,,,,,http://kyoritsu39.com/,
33,473243,33,沖縄県,中頭郡読谷村,宇座公民館,ウザコウミンカン,沖縄県中頭郡読谷村字長浜1840-2,,26.412598,127.732816,,098-958-2231,,7000000000000,読谷村,,,,,,,
23,473243,23,沖縄県,中頭郡読谷村,読谷の里,ヨミタンノサト,沖縄県中頭郡読谷村字座喜味1875-1,,26.39533,127.726492,,098‐956-2000,,7360000000000,社会福祉法人祥永会 ,,,,,,http://yomisato.or.jp/yomitan/,
24,473243,24,沖縄県,中頭郡読谷村,読谷の里,ヨミタンノサト,沖縄県中頭郡読谷村字座喜味1875-1,,26.39533,127.726492,,098‐956-2000,,7360000000000,社会福祉法人祥永会 ,,,,,,http://yomisato.or.jp/yomitan/,
25,473243,25,沖縄県,中頭郡読谷村,御菓子御殿　読谷本店,オカシゴテン　ヨミタンホンテン,沖縄県中頭郡読谷村字宇座657-1,,26.43265,127.718826,,098-958-7333,,8360000000000,株式会社御菓子御殿 ,,,,,,https://www.okashigoten.co.jp/yomitan-shop/,
26,473243,26,沖縄県,中頭郡読谷村,バロンＪ－ＰＡＲｋ読谷,バロンジェイパークヨミタン,沖縄県中頭郡読谷村字伊良皆654,,26.390884,127.754335,,098-957-6565,,,,,,,,,https://www.p-world.co.jp/okinawa/barong-j-park.htm,
27,473243,27,沖縄県,中頭郡読谷村,残波かりゆし会,ザンパカリユシカイ,沖縄県中頭郡読谷村字座喜味1863,,26.395932,127.727769,,098-957-1107,,6360000000000,社会福祉法人残波かりゆし会 ,,,,,,,
28,473243,28,沖縄県,中頭郡読谷村,沖縄ワタベウエディング　アクアグレイス・チャペル　,オキナワワタベウエディング　アクアグレイス・チャペル,沖縄県中頭郡読谷村字宇座675,,26.50816,127.858098,,098-921-6377 ,,2360000000000,沖縄ワタベウェディング株式会社,,,,,,https://www.watabe-wedding.co.jp/resort_wedding_domestic/okinawa/?utm_source=google&utm_medium=cpc&utm_campaign=rz_co_area&utm_content=&gclid=EAIaIQobChMIgfeUi9bF5AIVQXZgCh3YoQ2BEAAYASAAEgKp0fD_BwE,
29,473243,29,沖縄県,中頭郡読谷村,デイサービスセンターたんぽぽ,デイサービスセンタータンポポ,沖縄県中頭郡読谷村字古堅587,,26.326797,127.766219,,098-956-2783,,1360000000000,特定非営利活動法人うまんちゅ生活支援センターふくしの家,,,,,,http://yomitanpopo.jp/?utm_source=kd,
30,473243,30,沖縄県,中頭郡読谷村,読谷村健康増進センター,ヨミタンソンケンコウゾウシンセンター,沖縄県中頭郡読谷村字座喜味2901ｰ1,,26.395945,127.7459,,098-982-9100,,7000000000000,読谷村,,,,,,http://www.vill.yomitan.okinawa.jp/sections/healthpromotion/,
31,473243,31,沖縄県,中頭郡読谷村,読谷中学校,ヨミタンチュウガッコウ,沖縄県中頭郡読谷村字座喜味27791,,26.396183,127.741509,,098-958-2303,,7000000000000,読谷村,,,,,,https://www.pref.okinawa.jp/edu/shien/gakko/chu/153.html,
32,473243,32,沖縄県,中頭郡読谷村,読谷中学校,ヨミタンチュウガッコウ,沖縄県中頭郡読谷村字座喜味27791,,26.396183,127.741509,,098-958-2303,,7000000000000,読谷村,,,,,,https://www.pref.okinawa.jp/edu/shien/gakko/chu/153.html,
34,473243,34,沖縄県,中頭郡読谷村,残波いこいの広場,ザンパイコイノヒロバ,沖縄県中頭郡読谷村字宇座1861,,26.438719,127.715106,,098-958-0038,,7000000000000,読谷村,,,,,,http://www.vill.yomitan.okinawa.jp/facilities/post-23.html,
35,473243,35,沖縄県,中頭郡読谷村,瀬名波公民館,セナハコウミンカン,沖縄県中頭郡読谷村字瀬名波138,,26.420675,127.731341,,098-958-2594,,7000000000000,読谷村,,,,,,,
36,473243,36,沖縄県,中頭郡読谷村,長浜公民館,ナガハマコウミンカン,沖縄県中頭郡読谷村字長浜14,,26.421815,127.738424,,098-958-4246,,7000000000000,読谷村,,,,,,,
37,473243,37,沖縄県,中頭郡読谷村,比嘉酒造,ヒガシュゾウ,沖縄県中頭郡読谷村字長浜1061,,26.4191,127.733119,,098-958-2205,,4360000000000,有限会社比嘉酒造  ,,,,,,https://www.zanpa.co.jp/,
38,473243,38,沖縄県,中頭郡読谷村,よみたんクリニック,ヨミタンクリニック,沖縄県中頭郡読谷村字長浜1774,,26.4144526,127.732011,,098-958-5775,,6360000000000,医療法人沖縄徳洲会 ,,,,,,https://www.tokushukai.or.jp/introduction/facility/cl-yomitan,
39,473243,39,沖縄県,中頭郡読谷村,儀間公民館,ギマコウミンカン,沖縄県中頭郡読谷村字長浜1409,,26.416095,127.729155,,098-958-3002,,7000000000000,読谷村,,,,,,,
40,473243,40,沖縄県,中頭郡読谷村,読谷村陸上競技場,ヨミタンソンリクジョウキョウギジョウ,沖縄県中頭郡読谷村字座喜味2079ｰ1,,26.399302,127.745319,,098-982-9231,,7000000000000,読谷村,,,,,,http://www.vill.yomitan.okinawa.jp/facilities/post-6.html,
41,473243,41,沖縄県,中頭郡読谷村,就労サポートｅライン,シュウロウサポートイープラン,沖縄県中頭郡読谷村字座喜味1866,,26.395933,127.727556,,098‐957-3890,,6360000000000,社会福祉法人残波かりゆし会 ,,,,,,http://www.okiselp.jp/node/256,
42,473243,42,沖縄県,中頭郡読谷村,読谷村立歴史民俗資料館,ヨミタンソンリツレキシミンゾクシリョウカン,沖縄県中頭郡読谷村字座喜味708-6,,26.406949,127.742661,,098-958-3141,,7000000000000,読谷村,,,,,,http://www.vill.yomitan.okinawa.jp/facilities/post-13.html,
43,473243,43,沖縄県,中頭郡読谷村,読谷平和の森球場,ヨミタンヘイワノモリキュウジョウ,沖縄県中頭郡読谷村字座喜味2901,,26.397286,127.74581,,098-982-9231,,7000000000000,読谷村,,,,,,http://www.vill.yomitan.okinawa.jp/facilities/post-11.html,
44,473243,44,沖縄県,中頭郡読谷村,障害者支援施設　高志保園,ショウガイシャシエンシセツ　タカシホエン,沖縄県中頭郡読谷村字高志保1047-1,,26.406181,127.721284,,098-958-4483,,8360000000000,社会福祉法人海邦福祉会 ,,,,,,https://www.kaihofukushi.com/,
45,473243,45,沖縄県,中頭郡読谷村,よみたん社協ホームヘルプサービス,ヨミタンシャキョウホームヘルプサービス,沖縄県中頭郡読谷村字都屋167-2,,26.405361,127.747685,,098-957-1762,,3360000000000,社会福祉法人読谷村社会福祉協議会 ,,,,,,,
46,473243,46,沖縄県,中頭郡読谷村,クイーンズトラップ　ゴルフコース,クイーンズトラップ　ゴルフコース,沖縄県中頭郡読谷村字牧原254,,26.371439,127.760538,,098-921-5577,,1360000000000,株式会社クイーンズトラップ ,,,,,,,
47,473243,47,沖縄県,中頭郡読谷村,楚辺公民館,ソベコウミンカン,沖縄県中頭郡読谷村字楚辺44589,,26.385597,127.727007,,098-956-2326,,7000000000000,読谷村,,,,,,,
48,473243,48,沖縄県,中頭郡読谷村,大添公民館,オオソエコウミンカン,沖縄県中頭郡読谷村字楚辺1279-31,,26.387531,127.737622,,098-956-9093,,7000000000000,読谷村,,,,,,,
49,473243,49,沖縄県,中頭郡読谷村,都屋公民館,トヤコウミンカン,沖縄県中頭郡読谷村字都屋307,,26.391915,127.726403,,098-956-2241,,7000000000000,読谷村,,,,,,,
50,473243,50,沖縄県,中頭郡読谷村,波平公民館,ナミヒラコウミンカン,沖縄県中頭郡読谷村字波平61,,26.40579,127.733925,,098-958-2229,,7000000000000,読谷村,,,,,,,
51,473243,51,沖縄県,中頭郡読谷村,喜名公民館,キナコウミンカン,沖縄県中頭郡読谷村字喜名2207,,26.399025,127.756714,,098-958-2236,,7000000000000,読谷村,,,,,,,
52,473243,52,沖縄県,中頭郡読谷村,モリマーリゾートホテル,モリマーリゾートホテル,沖縄県中頭郡読谷村字都屋45ｰ1,,26.394351,127.722488,,098-921-5050,,8360000000000,株式会社モリマーリゾート ,,,,,,http://www.morimar.com/,
53,473243,53,沖縄県,中頭郡読谷村,よみたん生き活き健康デイサービスセンター,ヨミタンイキイキケンコウデイサービスセンター,沖縄県中頭郡読谷村字都屋167ｰ2,,26.393861,127.726026,,098-957-3366,,3360000000000,社会福祉法人読谷村社会福祉協議会 ,,,,,,,
54,473243,54,沖縄県,中頭郡読谷村,よみたん救護園,ヨミタンキュウゴエン,沖縄県中頭郡読谷村字都屋167,,26.393886,127.724398,,098‐956-4111,,8360000000000,社会福祉法人沖縄県社会福祉事業団,,,,,,https://www.okinawa-j.jp/yomitankyuugoen,
55,473243,55,沖縄県,中頭郡読谷村,都屋の里,トヤノサト,沖縄県中頭郡読谷村字都屋167-4,,26.394386,127.724845,,098‐956-1150,,8360000000000,社会福祉法人沖縄県社会福祉事業団,,,,,,https://www.okinawa-j.jp/toyanosato,
56,473243,56,沖縄県,中頭郡読谷村,よみたん　ふれあいの里,ヨミタン　フレアイノサト,沖縄県中頭郡読谷村字喜名西原2272ｰ4,,26.39533,127.726492,,098‐958-7770,,7360000000000,社会福祉法人祥永会 ,,,,,,http://yomisato.or.jp/fureai/,
57,473243,57,沖縄県,中頭郡読谷村,番所観光案内,バンショカンコウアンナイ,沖縄県中頭郡読谷村字喜名44563,,26.399342,127.75821,,098-958-2944,,7000000000000,読谷村,,,,,,http://www.vill.yomitan.okinawa.jp/facilities/post-36.html,
1,472018,,沖縄県,那覇市,ファミリーマート　ＲＥＸＡ　ＲＹＵＢＯ店,ファミリーマート　レグザ　リウボウテン,沖縄県那覇市松尾1-1-2,,26.213495,127.681,,,,,,,,,,,,
2,472018,,沖縄県,那覇市,ファミリーマート　うるくたから店,ファミリーマート　ウルクタカラテン,沖縄県那覇市高良3-7-9,,26.188974,127.659966,,,,,,,,,,,,
3,472018,,沖縄県,那覇市,ファミリーマート　オーケイ泊店,ファミリーマート　オーケイトマリテン,沖縄県那覇市泊2-2-11,,26.223886,127.686005,,,,,,,,,,,,
4,472018,,沖縄県,那覇市,ファミリーマート　おもろまち四丁目店,ファミリーマート　オモロマチヨンチョウメテン,沖縄県那覇市おもろまち4-12-13,,26.227613,127.699455,,,,,,,,,,,,
5,472018,,沖縄県,那覇市,ファミリーマート　おもろまち二丁目店,ファミリーマート　オモロマチニチョウメテン,沖縄県那覇市おもろまち2-6-2,,26.225384,127.691803,,,,,,,,,,,,
6,472018,,沖縄県,那覇市,ファミリーマート　コンフォート泊店,ファミリーマート　コンフォートトマリテン,沖縄県那覇市泊1-16-4,,26.222889,127.68853,,,,,,,,,,,,
7,472018,,沖縄県,那覇市,ファミリーマート　さいおんスクエア店,ファミリーマート　サイオンスクエアテン,沖縄県那覇市安里2-1-1,,26.21773,127.693825,,,,,,,,,,,,
8,472018,,沖縄県,那覇市,ファミリーマート　ソルヴィータ松山店,ファミリーマート　ソルヴィータマツヤマテン,沖縄県那覇市松山2-17-17,,26.21979,127.67926,,,,,,,,,,,,
9,472018,,沖縄県,那覇市,ファミリーマート　ハーバービュー前店,ファミリーマート　ハーバービューマエテン,沖縄県那覇市楚辺277,,26.207035,127.683174,,,,,,,,,,,,
10,472018,,沖縄県,那覇市,ファミリーマート　ひめゆり通り店,ファミリーマート　ヒメユリトオリテン,沖縄県那覇市壷屋2-7-5,,26.214104,127.69474,,,,,,,,,,,,
11,472018,,沖縄県,那覇市,ファミリーマート　リースビル店,ファミリーマート　リースビルテン,沖縄県那覇市久茂地1-7-1,,26.215054,127.677902,,,,,,,,,,,,
12,472018,,沖縄県,那覇市,ファミリーマート　安里一丁目店,ファミリーマート　アサトイッチョウメテン,沖縄県那覇市安里1-1-53,,26.218851,127.692551,,,,,,,,,,,,
13,472018,,沖縄県,那覇市,ファミリーマート　奥武山公園駅前店,ファミリーマート　オウノヤマコウエンエキマエテン,沖縄県那覇市鏡原町10-2,,26.201063,127.677818,,,,,,,,,,,,
14,472018,,沖縄県,那覇市,ファミリーマート　奥武山店,ファミリーマート　オウノヤマテン,沖縄県那覇市奥武山町46,,26.206841,127.675148,,,,,,,,,,,,
15,472018,,沖縄県,那覇市,ファミリーマート　寒川店,ファミリーマート　サムカワテン,沖縄県那覇市繁多川3-8-5,,26.214907,127.712479,,,,,,,,,,,,
16,472018,,沖縄県,那覇市,ファミリーマート　寄宮中学校前店,ファミリーマート　ヨリミヤチュウガッコウマエテン,沖縄県那覇市長田1-12-26,,26.204834,127.699867,,,,,,,,,,,,
17,472018,,沖縄県,那覇市,ファミリーマート　久米西武門店,ファミリーマート　クメニシンジョウテン,沖縄県那覇市久米2-33-9,,26.217754,127.673683,,,,,,,,,,,,
18,472018,,沖縄県,那覇市,ファミリーマート　鏡原中学校前店,ファミリーマート　カガミハラチュウガッコウマエテン,沖縄県那覇市小禄1-1-12,,26.195578,127.676781,,,,,,,,,,,,
19,472018,,沖縄県,那覇市,ファミリーマート　古島店,ファミリーマート　フルジマテン,沖縄県那覇市字古島377,,26.229366,127.704117,,,,,,,,,,,,
20,472018,,沖縄県,那覇市,ファミリーマート　古島二丁目店,ファミリーマート　フルジマニチョウメテン,沖縄県那覇市古島2-23-1,,26.228905,127.705864,,,,,,,,,,,,
21,472018,,沖縄県,那覇市,ファミリーマート　国際通り中央店,ファミリーマート　コクサイトオリチュウオウテン,沖縄県那覇市牧志1-2-24,,26.215746,127.685226,,,,,,,,,,,,
22,472018,,沖縄県,那覇市,ファミリーマート　三原大石通り店,ファミリーマート　ミハラオオイシトオリテン,沖縄県那覇市三原3-16-2,,26.210215,127.701485,,,,,,,,,,,,
23,472018,,沖縄県,那覇市,ファミリーマート　識名三丁目店,ファミリーマート　シキナサンチョウメテン,沖縄県那覇市識名3-12-18,,26.204067,127.707222,,,,,,,,,,,,
24,472018,,沖縄県,那覇市,ファミリーマート　若松店,ファミリーマート　ワカマツテン,沖縄県那覇市松山2-4-11,,26.220383,127.682228,,,,,,,,,,,,
25,472018,,沖縄県,那覇市,ファミリーマート　首里寒川１丁目店,ファミリーマート　シュリサムカワイッチョウメテン,沖縄県那覇市首里寒川町1-102-2,,26.21707,127.710205,,,,,,,,,,,,
26,472018,,沖縄県,那覇市,ファミリーマート　首里崎山店,ファミリーマート　シュリサキヤマテン,沖縄県那覇市首里崎山町4-205-6,,26.207764,127.721939,,,,,,,,,,,,
27,472018,,沖縄県,那覇市,ファミリーマート　首里城東店,ファミリーマート　シュリジョウトウテン,沖縄県那覇市首里石嶺町2-145,,26.224152,127.735062,,,,,,,,,,,,
28,472018,,沖縄県,那覇市,ファミリーマート　曙小学校前店,ファミリーマート　アケボノショウガッコウマエテン,沖縄県那覇市曙2-23-12,,26.240608,127.68187,,,,,,,,,,,,
29,472018,,沖縄県,那覇市,ファミリーマート　小禄バイパス店,ファミリーマート　オロクバイパステン,沖縄県那覇市具志3-11-1,,26.181309,127.655479,,,,,,,,,,,,
30,472018,,沖縄県,那覇市,ファミリーマート　小禄団地前店,ファミリーマート　オロクダンチマエテン,沖縄県那覇市田原4-12-1,,26.193764,127.6661,,,,,,,,,,,,
31,472018,,沖縄県,那覇市,ファミリーマート　小禄中学校前店,ファミリーマート　オロクチュウガッコウマエテン,沖縄県那覇市宇栄原1007-1,,26.188454,127.668762,,,,,,,,,,,,
32,472018,,沖縄県,那覇市,ファミリーマート　小禄田原店,ファミリーマート　オロクタハラテン,沖縄県那覇市田原2-1-1,,26.198811,127.670998,,,,,,,,,,,,
33,472018,,沖縄県,那覇市,ファミリーマート　松尾消防署通り店,ファミリーマート　マツオショウボウショトオリテン,沖縄県那覇市松尾1-13-10,,26.212763,127.685173,,,,,,,,,,,,
34,472018,,沖縄県,那覇市,ファミリーマート　照屋小禄南店,ファミリーマート　テルヤオロクミナミテン,沖縄県那覇市小禄2-2-2,,26.19183,127.675674,,,,,,,,,,,,
35,472018,,沖縄県,那覇市,ファミリーマート　上之屋一丁目店,ファミリーマート　ウエノヤイッチョウメテン,沖縄県那覇市上之屋1-18-37,,26.22998,127.688927,,,,,,,,,,,,
36,472018,,沖縄県,那覇市,ファミリーマート　城北小学校前店,ファミリーマート　ジョウホクショウガッコウマエテン,沖縄県那覇市首里平良町1-11,,26.228594,127.721436,,,,,,,,,,,,
37,472018,,沖縄県,那覇市,ファミリーマート　真和志小学校前店,ファミリーマート　マワシショウガッコウマエテン,沖縄県那覇市識名1-1-7,,26.206409,127.701141,,,,,,,,,,,,
38,472018,,沖縄県,那覇市,ファミリーマート　西消防署通り店,ファミリーマート　ニシショウボウショトオリテン,沖縄県那覇市東町27-9,,26.213808,127.673462,,,,,,,,,,,,
39,472018,,沖縄県,那覇市,ファミリーマート　仲井真小学校前店,ファミリーマート　ナカイマショウガッコウマエテン,沖縄県那覇市仲井真122-5,,26.197161,127.706482,,,,,,,,,,,,
40,472018,,沖縄県,那覇市,ファミリーマート　長田沖大前店,ファミリーマート　ナガタオキダイマエテン,沖縄県那覇市長田2-4-22,,26.199162,127.701591,,,,,,,,,,,,
41,472018,,沖縄県,那覇市,ファミリーマート　辻一丁目店,ファミリーマート　ツジイッチョウメテン,沖縄県那覇市辻1-2-22,,26.216297,127.671356,,,,,,,,,,,,
42,472018,,沖縄県,那覇市,ファミリーマート　天久一丁目店,ファミリーマート　アメクイッチョウメテン,沖縄県那覇市天久1-9-18,,26.230299,127.692978,,,,,,,,,,,,
43,472018,,沖縄県,那覇市,ファミリーマート　東町店,ファミリーマート　ヒガシマチテン,沖縄県那覇市東町7-14,,26.21352,127.674644,,,,,,,,,,,,
44,472018,,沖縄県,那覇市,ファミリーマート　那覇高校前店,ファミリーマート　ナハコウコウマエテン,沖縄県那覇市泉崎2-1-5,,26.21063,127.683388,,,,,,,,,,,,
45,472018,,沖縄県,那覇市,ファミリーマート　那覇国際高校前店,ファミリーマート　ナハコクサイコウコウマエテン,沖縄県那覇市安謝1-1-2,,26.232616,127.695328,,,,,,,,,,,,
46,472018,,沖縄県,那覇市,ファミリーマート　那覇国場店,ファミリーマート　ナハコクバテン,沖縄県那覇市国場1182-8,,26.197559,127.695435,,,,,,,,,,,,
47,472018,,沖縄県,那覇市,ファミリーマート　那覇市市役所前店,ファミリーマート　ナハシシヤクショマエテン,沖縄県那覇市久茂地1-3-1,,26.213398,127.67807,,,,,,,,,,,,
48,472018,,沖縄県,那覇市,ファミリーマート　那覇小禄一丁目店,ファミリーマート　ナハオロクイッチョウメテン,沖縄県那覇市小禄1-27-3,,26.192808,127.677788,,,,,,,,,,,,
49,472018,,沖縄県,那覇市,ファミリーマート　那覇松山一丁目店,ファミリーマート　ナハマツヤマイッチョウメテン,沖縄県那覇市松山1-5-1,,26.218313,127.680054,,,,,,,,,,,,
50,472018,,沖縄県,那覇市,ファミリーマート　那覇西高校前店,ファミリーマート　ナハニシコウコウマエテン,沖縄県那覇市金城2-2-9,,26.200516,127.667259,,,,,,,,,,,,
51,472018,,沖縄県,那覇市,ファミリーマート　泊北岸店,ファミリーマート　トマリホクガンテン,沖縄県那覇市泊3-15-2,,26.226898,127.683128,,,,,,,,,,,,
52,472018,,沖縄県,那覇市,ファミリーマート　繁多川四丁目店,ファミリーマート　ハンタガワヨンチョウメテン,沖縄県那覇市繁多川4-8-27,,26.209608,127.714653,,,,,,,,,,,,
53,472018,,沖縄県,那覇市,ファミリーマート　牧志二丁目店,ファミリーマート　マキシニチョウメテン,沖縄県那覇市牧志2-20-20,,26.219051,127.687805,,,,,,,,,,,,
54,472018,,沖縄県,那覇市,ファミリーマート　銘苅三丁目店,ファミリーマート　メカルサンチョウメテン,沖縄県那覇市銘苅3-22-19,,26.234003,127.70137,,,,,,,,,,,,
