_id,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
1,472107,613,沖縄県,糸満市,勝連病院,カツレンビョウイン,病院,沖縄県糸満市真栄平1026　,,26.11583017,127.714566,(098)997-3104,,,,,,,,,,,内科;精神科;心療内科;リハビリテーション科,0.0,,
2,472107,614,沖縄県,糸満市,南山病院,ミナミヤマビョウイン,病院,沖縄県糸満市字賀数406-1,,26.1519497,127.6922372,(098)994-3660,,,,,,,,,,,内科;精神科;心療内科;歯科,0.0,,
3,472107,618,沖縄県,糸満市,医療法人晴明会　糸満晴明病院,イリョウホウジンセイメイカイ　イトマンハレアキラビョウイン,病院,沖縄県糸満市字大度520　,,26.09886201,127.7076032,(098)997-2011,,,,,,,,,,,精神科;心療内科;歯科,0.0,,
4,472107,622,沖縄県,糸満市,ウェルネス西崎病院,ウェルネスニシザキビョウイン,病院,沖縄県糸満市字糸満2041-5,,26.13489175,127.6701248,(098)994-2582,,,,,,,,,,,内科;胃腸科,0.0,,
5,472107,628,沖縄県,糸満市,西崎病院,イリザキビョウイン,病院,沖縄県糸満市字座波371‐1,,26.14811649,127.6877376,(098)992-0055,,,,,,,,,,,内科;外科;整形外科;皮膚科;リハビリテーション科;泌尿器科;脳神経外科;小児科;胃腸科;こう門科;耳鼻咽喉科;腎臓内科;美容皮膚科,0.0,,
6,472107,641,沖縄県,糸満市,医療法人崇穂会　兼島医院,イリョウホウジンタカシホカイ　カネシマイイン,有床診療所,沖縄県糸満市字糸満1505‐2,,26.12573419,127.6741747,(098)992-4850,,,,,,,,,,,内科;外科;消化器内科;消化器外科;皮膚科;肛門外科;整形外科;泌尿器科;腎臓内科,0.0,,
7,472107,642,沖縄県,糸満市,くでけん小児科,クデケンショウニカ,無床診療所,沖縄県糸満市西崎6-11-8,,26.14361608,127.6691275,(098)994-2099,,,,,,,,,,,小児科,0.0,,
8,472107,643,沖縄県,糸満市,健孝クリニック,ケンタカシクリニック,無床診療所,沖縄県糸満市字潮平714-2,,26.1463216,127.6727356,(098)994-1177,,,,,,,,,,,内科;皮膚科,0.0,,
9,472107,644,沖縄県,糸満市,南部整形外科,ナンブセイケイゲカ,無床診療所,沖縄県糸満市字潮平714-2,,26.1463216,127.6727356,(098)994-1155,,,,,,,,,,,整形外科,0.0,,
10,472107,645,沖縄県,糸満市,医療法人水晶会　安里眼科,イリョウホウジンスイショウカイ　アサトガンカ,有床診療所,沖縄県糸満市字潮平722,,26.14625497,127.6731051,(098)994-1882,,,,,,,,,,,眼科,0.0,,
11,472107,646,沖縄県,糸満市,耳鼻咽喉科かおる医院,ジビインコウカカオルイイン,無床診療所,沖縄県糸満市字潮平705‐4,,26.14551886,127.6720857,(098)994-1133,,,,,,,,,,,耳鼻咽喉科;小児科,0.0,,
12,472107,647,沖縄県,糸満市,ハートフルクリニック,ハートフルクリニック,無床診療所,沖縄県糸満市字武富169-2,,26.16555171,127.6933453,(098)994-7436,,,,,,,,,,,内科;小児科;皮膚科;循環器科;神経内科;外科,0.0,,
13,472107,677,沖縄県,糸満市,かみや母と子のクリニック,カミヤハハトコノクリニック,有床診療所,沖縄県糸満市字阿波根1552‐2,,26.15158791,127.6725995,(098)995-3511,,,,,,,,,,,産婦人科;小児科,0.0,,
14,472107,678,沖縄県,糸満市,かみやクリニック,カミヤクリニック,無床診療所,沖縄県糸満市字阿波根1552-2,,26.15158791,127.6725995,(098)995-3377,,,,,,,,,,,整形外科;皮膚科;内科;リハビリテーション科,0.0,,
15,472107,679,沖縄県,糸満市,特別養護老人ホームいとまんシャトー,トクベツヨウゴロウジンホームイトマンシャトー,無床診療所,沖縄県糸満市字大里927‐2,,26.13535621,127.6917428,(098)995-2425,,,,,,,,,,,内科,0.0,,
16,472107,681,沖縄県,糸満市,障害者支援施設　ソフィア医務室,ショウガイシャシエンシセツ　ソフィアイムシツ,無床診療所,沖縄県糸満市字阿波根1029‐10,,26.15193813,127.6779326,(098)948-7631,,,,,,,,,,,内科,0.0,,
17,472107,682,沖縄県,糸満市,医療法人徳洲会　ひめゆりクリニック,イリョウホウジントクシュウカイ　ヒメユリクリニック,無床診療所,沖縄県糸満市字伊原107-1,,26.0947367,127.6847385,(098)997-3702,,,,,,,,,,,内科;外科;小児科;皮膚科;循環器科;整形外科,0.0,,
18,472107,687,沖縄県,糸満市,沖縄偕生園　医務室,オキナワカイセイエン　イムシツ,無床診療所,沖縄県糸満市字小波蔵321　,,26.10734934,127.6687644,(098)852-4100,,,,,,,,,,,内科,0.0,,
19,472107,695,沖縄県,糸満市,てるや眼科クリニック,テルヤガンカクリニック,無床診療所,沖縄県糸満市字糸満1266-1,,26.12592018,127.6699167,(098)992-0800,,,,,,,,,,,眼科,0.0,,
20,472107,701,沖縄県,糸満市,みなみしまクリニック,ミナミシマクリニック,無床診療所,沖縄県糸満市字潮平787‐17,,26.15097122,127.6714329,(098)840-3730,,,,,,,,,,,内科,0.0,,
21,472107,703,沖縄県,糸満市,aｍ皮膚科クリニック,アムヒフカクリニック,無床診療所,沖縄県糸満市字潮平787‐5,,26.15082122,127.6713273,(098)995-1212,,,,,,,,,,,皮膚科,0.0,,
22,472107,710,沖縄県,糸満市,医療法人水平会　豆の木クリニック,イリョウホウジンスイヘイカイ　マメノキクリニック,無床診療所,沖縄県糸満市字潮平764‐1,,26.14933801,127.6716218,(098)995-3030,,,,,,,,,,,内科;腎臓内科（人工透析）,0.0,,
23,472107,720,沖縄県,糸満市,障害者支援施設　更生ソフィア　医務室,ショウガイシャシエンシセツ　コウセイソフィア　イムシツ,無床診療所,沖縄県糸満市字阿波根1021,,26.15208815,127.6785436,(098)994-1717,,,,,,,,,,,内科;整形外科,0.0,,
24,472107,728,沖縄県,糸満市,がじまる診療所,ガジマルシンリョウジョ,無床診療所,沖縄県糸満市西崎2ｰ26‐6,,26.14038548,127.6626001,(098)851-3347,,,,,,,,,,,内科;小児科,0.0,,
38,472107,901,沖縄県,糸満市,大城歯科,オオシロシカ,無床診療所,沖縄県糸満市西崎2-43-3,,26.14219656,127.6652749,(098)994-7808,,,,,,,,,,,歯科,0.0,,
25,472107,729,沖縄県,糸満市,みんなのクリニック,ミンナノクリニック,無床診療所,沖縄県糸満市字真栄里2029-11,,26.12116777,127.6706251,(098)840-3733,,,,,,,,,,,内科;胃腸内科,0.0,,
26,472107,817,沖縄県,糸満市,糸満協同診療所,イトマンキョウドウシンリョウジョ,無床診療所,沖縄県糸満市潮崎町2ｰ1-10,,26.12371471,127.6673752,(098)992-3920,,,,,,,,,,,内科;整形外科,0.0,,
27,472107,834,沖縄県,糸満市,よしかわ整形クリニック,ヨシカワセイケイクリニック,無床診療所,沖縄県糸満市字真栄里2031-4,,26.12114831,127.6702306,(098)995-2525,,,,,,,,,,,整形外科;リハビリテーション科;内科;小児科;皮膚科,0.0,,
28,472107,851,沖縄県,糸満市,糸満南小児科・内科診療所,イトマンミナミショウニカ・ナイカシンリョウジョ,無床診療所,沖縄県糸満市潮崎町3ｰ23‐5,,26.11963997,127.665006,,,,,,,,,,,,小児科;内科,0.0,,
29,472107,854,沖縄県,糸満市,沖縄少年院医務課診療所,オキナワショウネンインイムカシンリョウジョ,無床診療所,沖縄県糸満市字真栄平1300　,,26.11022234,127.71543,(098)997-5100,,,,,,,,,,,小児科;外科,0.0,,
30,472107,861,沖縄県,糸満市,たまき耳鼻咽喉科クリニック,タマキジビインコウカクリニック,無床診療所,沖縄県糸満市字真栄里1432‐1,,26.1208567,127.6714694,(098)995-3387,,,,,,,,,,,耳鼻いんこう科,0.0,,
31,472107,866,沖縄県,糸満市,ノアーズ・ガーデン診療所,ノアーズ・ガーデンシンリョウジョ,無床診療所,沖縄県糸満市字大度1255　,,26.10417293,127.7172689,(098)851-7323,,,,,,,,,,,児童精神科,0.0,,
32,472107,872,沖縄県,糸満市,南部クリニック ,ナンブクリニック ,無床診療所,沖縄県糸満市西崎町5ｰ8‐10,,26.14410428,127.654267,(098)840-8221,,,,,,,,,,,内科;外科,0.0,,
33,472107,880,沖縄県,糸満市,いとまん在宅診療所,イトマンザイタクシンリョウジョ,無床診療所,沖縄県糸満市与座412-149,,26.13690066,127.6968396,,,,,,,,,,,,内科;小児科,0.0,,
34,472107,894,沖縄県,糸満市,きのしたこどもクリニック,キノシタコドモクリニック,無床診療所,沖縄県糸満市字真栄里2030‐3,,26.12137051,127.6698668,(098)995-1100,,,,,,,,,,,小児科,0.0,,
35,472107,898,沖縄県,糸満市,あはごん歯科,アハゴンシカ,無床診療所,沖縄県糸満市潮平771-2,花城ｱﾊﾟｰﾄ1F,26.14973803,127.6723634,(098)994-6480,,,,,,,,,,,歯科;小児歯科,0.0,,
36,472107,899,沖縄県,糸満市,い歯科医院,イシカイイン,無床診療所,沖縄県糸満市字潮平606-1,,26.14404676,127.6727857,(098)994-1827,,,,,,,,,,,歯科,0.0,,
37,472107,900,沖縄県,糸満市,上原歯科クリニック,ウエハラシカクリニック,無床診療所,沖縄県糸満市西崎6-15-2,,26.14332722,127.6693858,(098)992-2888,,,,,,,,,,,歯科,0.0,,
39,472107,902,沖縄県,糸満市,ファミリー歯科クリニック,ファミリーシカクリニック,無床診療所,沖縄県糸満市西崎町3-493,,26.14966287,127.6693329,(098)992-1818,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0.0,,
40,472107,903,沖縄県,糸満市,ふてんま歯科クリニック,フテンマシカクリニック,無床診療所,沖縄県糸満市西崎町6-19-3,西崎21ﾌﾟﾗｻﾞ2F,26.14717397,127.6655609,(098)994-8941,,,,,,,,,,,歯科,0.0,,
41,472107,904,沖縄県,糸満市,フレンド歯科医院,フレンドシカイイン,無床診療所,沖縄県糸満市西崎2-7-14,ｸﾞﾗﾝﾄﾞﾊｲﾑ西崎1F,26.14392697,127.6647749,(098)994-4618,,,,,,,,,,,歯科,0.0,,
42,472107,929,沖縄県,糸満市,まえざと歯科,マエザトシカ,無床診療所,沖縄県糸満市真栄里2058-2,ﾘｰﾌﾞﾙ沖縄1階,26.11998448,127.6688085,(098)995-0542,,,,,,,,,,,歯科;小児歯科;矯正歯科,0.0,,
43,472107,933,沖縄県,糸満市,しおひら歯科医院,シオヒラシカイイン,無床診療所,沖縄県糸満市字潮平619-2,,26.14524392,127.6729579,(098)992-1110,,,,,,,,,,,歯科,0.0,,
44,472107,934,沖縄県,糸満市,かみや歯科クリニック,カミヤシカクリニック,無床診療所,沖縄県糸満市字潮平798-4,,26.15263223,127.6715828,(098)994-2000,,,,,,,,,,,歯科;歯科口腔外科,0.0,,
45,472107,936,沖縄県,糸満市,サンプラザ糸満歯科クリニック,サンプラザイトマンシカクリニック,無床診療所,沖縄県糸満市字兼城400　,,26.13943876,127.6729913,(098)992-0311,,,,,,,,,,,歯科,0.0,,
46,472107,937,沖縄県,糸満市,かしわ歯科,カシワシカ,無床診療所,沖縄県糸満市糸満1473-2,1F,26.12612859,127.6737164,(098)992-4171,,,,,,,,,,,歯科,0.0,,
47,472107,941,沖縄県,糸満市,アサヒ歯科医院,アサヒシカイイン,無床診療所,沖縄県糸満市糸満1278-2,1F,26.12558965,127.6701583,(098)994-0900,,,,,,,,,,,歯科,0.0,,
48,472107,944,沖縄県,糸満市,かなばやし歯科,カナバヤシシカ,無床診療所,沖縄県糸満市賀数469　,ﾆｭｰﾜｰﾙﾄﾞ101,26.15089138,127.6901012,(098)992-6480,,,,,,,,,,,歯科;小児歯科,0.0,,
49,472107,955,沖縄県,糸満市,やすだ歯科医院,ヤスダシカイイン,無床診療所,沖縄県糸満市字糸満1922,,26.13045612,127.6757107,(098)852-3301,,,,,,,,,,,歯科;小児歯科,0.0,,
50,472107,957,沖縄県,糸満市,あおば歯科医院,アオバシカイイン,無床診療所,沖縄県糸満市字福地165-1,,26.09866405,127.6765807,(098)997-4019,,,,,,,,,,,歯科,0.0,,
51,472107,1022,沖縄県,糸満市,上原歯科医院,ウエハラシカイイン,無床診療所,沖縄県糸満市糸満1367‐1,,26.12915056,127.6724859,,,,,,,,,,,,歯科;小児歯科,0.0,,
52,472107,1036,沖縄県,糸満市,糸満ロータリー歯科,イトマンロータリーシカ,無床診療所,沖縄県糸満市字糸満591　,,26.12958378,127.6695444,(098)992-0418,,,,,,,,,,,歯科;歯科口腔外科;小児歯科,0.0,,
53,472107,1049,沖縄県,糸満市,サンエーしおざきシティオレンジ歯科　えがおとママとこどもの予防の歯医者さん,サンエーシオザキシティオレンジシカ　エガオトママトコドモノヨボウノハイシャサン,無床診療所,沖縄県糸満市潮崎町2ｰ2　,,26.12462301,127.6686918,(098)987-7878,,,,,,,,,,,歯科;歯科口腔外科;小児歯科;矯正歯科,0.0,,
54,472107,1051,沖縄県,糸満市,潮崎デンタルクリニック,シオザキデンタルクリニック,無床診療所,沖縄県糸満市潮崎町2-1-15,上原ｱﾊﾟｰﾄ1F101,26.1245952,127.6671863,(098)987-4201,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0.0,,
1,473294,625,沖縄県,西原町,琉球大学病院,リュウキュウダイガクビョウイン,病院,沖縄県西原町字上原207　,,26.24173927,127.7597401,(098)895-3331,,,,,,,,,,,内科;外科;心臓血管外科;整形外科;脳神経外科;形成外科;精神科;小児科;皮膚科;泌尿器科;産科;婦人科;眼科;耳鼻咽喉科;リハビリテーション科;放射線科;病理診断科;救急科;歯科口腔外科;神経科;呼吸器科;消化器科;循環器科;麻酔科,0.0,,
2,473294,626,沖縄県,西原町,アドベンチストメディカルセンター,アドベンチストメディカルセンター,病院,沖縄県西原町字幸地868　,,26.22938719,127.7407197,(098)946-2833,,,,,,,,,,,内科;小児科;外科;婦人科;皮膚科;歯科;矯正歯科;小児歯科;整形外科;歯科口腔外科;緩和医療科,0.0,,
3,473294,648,沖縄県,西原町,太田小児科医院,オオタショウニカイイン,無床診療所,沖縄県西原町字小橋川164‐1,,26.22607151,127.7638821,(098)946-5081,,,,,,,,,,,小児科;児童精神科,0.0,,
4,473294,649,沖縄県,西原町,医療法人和み会　城間医院,イリョウホウジンナゴミカイ　シロマイイン,無床診療所,沖縄県西原町字翁長240-7,,26.22887373,127.7538382,(098)945-4551,,,,,,,,,,,内科;精神科;神経科,0.0,,
5,473294,650,沖縄県,西原町,のびのび整形外科,ノビノビセイケイゲカ,無床診療所,沖縄県西原町棚原1ｰ21‐8,,26.24188356,127.7537933,(098)946-5717,,,,,,,,,,,整形外科;リハビリテーション科;内科;放射線科,0.0,,
6,473294,675,沖縄県,西原町,しらかわ内科,シラカワナイカ,無床診療所,沖縄県西原町棚原1ｰ20‐10,,26.24178914,127.7547849,(098)944-3550,,,,,,,,,,,内科;小児科,0.0,,
7,473294,683,沖縄県,西原町,あいわクリニック,アイワクリニック,無床診療所,沖縄県西原町字池田766‐2,,26.22044093,127.7438976,(098)946-5558,,,,,,,,,,,内科;小児科;リハビリテーション科,0.0,,
8,473294,685,沖縄県,西原町,琉球大学保健管理センター,リュウキュウダイガクホケンカンリセンター,無床診療所,沖縄県西原町字千原1　,,26.24742496,127.7648367,(098)895-8144,,,,,,,,,,,外科;精神科;内科,0.0,,
9,473294,692,沖縄県,西原町,にしはら耳鼻咽喉科,ニシハラジビインコウカ,無床診療所,沖縄県西原町字小波津3-6,,26.22696285,127.755366,(098)944-1055,,,,,,,,,,,耳鼻咽喉科,0.0,,
10,473294,696,沖縄県,西原町,SAKU整形クリニック,サクセイケイクリニック,無床診療所,沖縄県西原町字小波津3-5,,26.22673787,127.7552438,(098)882-0001,,,,,,,,,,,リウマチ科;外科;整形外科;リハビリテーション科,0.0,,
11,473294,697,沖縄県,西原町,にしはら皮フ科,ニシハラカワフカ,無床診療所,沖縄県西原町字小波津3‐5,,26.22673787,127.7552438,(098)946-0112,,,,,,,,,,,皮膚科,0.0,,
12,473294,698,沖縄県,西原町,しんざと内科,シンザトナイカ,無床診療所,沖縄県西原町字小波津3-5,,26.22673787,127.7552438,(098)946-5500,,,,,,,,,,,内科;呼吸器科;消化器科;循環器科;アレルギー科;リウマチ科;小児科,0.0,,
13,473294,704,沖縄県,西原町,うるま婦人寮診療所,ウルマフジンリョウシンリョウジョ,無床診療所,沖縄県西原町字兼久110-2,,26.21701413,127.7662073,(098)945-6151,,,,,,,,,,,内科,0.0,,
14,473294,712,沖縄県,西原町,玄米クリニック,ゲンマイクリニック,無床診療所,沖縄県西原町翁長834　,ﾄﾑｽﾞｴﾝﾀｰﾌﾟﾗｲｽﾞﾋﾞﾙ2F,26.23618133,127.753713,(098)944-6663,,,,,,,,,,,内科;循環器科,0.0,,
15,473294,718,沖縄県,西原町,特別養護老人ホーム守礼の里診療所,トクベツヨウゴロウジンホームシュレイノサトシンリョウジョ,無床診療所,沖縄県西原町字掛保久346　,,26.23343492,127.7731866,(098)945-0028,,,,,,,,,,,内科,0.0,,
16,473294,723,沖縄県,西原町,南西石油　医務室,ナンセイセキユ　イムシツ,無床診療所,沖縄県西原町字小那覇858　,,26.22683298,127.7796031,(098)945-3335,,,,,,,,,,,内科,0.0,,
17,473294,732,沖縄県,西原町,ハートライフクリニック ,ハートライフクリニック ,無床診療所,沖縄県西原町字掛保久288　,,26.23622906,127.7723004,(098)882-0810,,,,,,,,,,,内科;糖尿病内科;小児科,0.0,,
18,473294,804,沖縄県,西原町,ゆいゆい内科クリニック,ユイユイナイカクリニック,無床診療所,沖縄県西原町字我謝786-11,,26.21310605,127.761244,(098)946-0055,,,,,,,,,,,内科;糖尿病内科,0.0,,
19,473294,824,沖縄県,西原町,いちょう内科あしとみ,イチョウナイカアシトミ,無床診療所,沖縄県西原町字内間345-2,,26.2308684,127.7691315,(098)944-4444,,,,,,,,,,,内科;小児科;皮膚科;消化器内科,0.0,,
20,473294,828,沖縄県,西原町,しろま眼科クリニック,シロマガンカクリニック,無床診療所,沖縄県西原町字小橋川154‐13,,26.22573267,127.7646042,,,,,,,,,,,,眼科,0.0,,
21,473294,849,沖縄県,西原町,とうま内科　,トウマナイカ　,有床診療所,沖縄県西原町字幸地973‐3,,26.22733446,127.7360896,(098)946-3799,,,,,,,,,,,内科,0.0,,
22,473294,889,沖縄県,西原町,貴クリニック,キクリニック,無床診療所,沖縄県西原町小那覇266-1,3F,26.22402455,127.7660098,,,,,,,,,,,,形成外科;美容外科;皮膚科,0.0,,
23,473294,890,沖縄県,西原町,こころ耳鼻咽喉科,ココロジビインコウカ,無床診療所,沖縄県西原町小那覇266‐1,ﾒﾃﾞｨｶﾙﾌﾟﾗｻﾞにしはらﾊｰﾄ4F,26.22402455,127.7660098,(098)988-3363,,,,,,,,,,,耳鼻咽喉科;頭頸部外科;小児科,0.0,,
24,473294,891,沖縄県,西原町,KAZUクリニック,カズクリニック,無床診療所,沖縄県西原町小那覇266‐1,ﾒﾃﾞｨｶﾙﾌﾟﾗｻﾞにしはらﾊｰﾄ2F,26.22402455,127.7660098,,,,,,,,,,,,整形外科;リハビリテーション科,0.0,,
25,473294,892,沖縄県,西原町,国島病理診断科クリニック,クニシマビョウリシンダンカクリニック,無床診療所,沖縄県西原町棚原1-10-19,,26.24403616,127.7550931,,,,,,,,,,,,病理診断科,0.0,,
26,473294,905,沖縄県,西原町,あらかわ歯科,アラカワシカ,無床診療所,沖縄県西原町字我謝241-66,,26.21426428,127.7615272,(098)944-1555,,,,,,,,,,,歯科;小児歯科,0.0,,
27,473294,906,沖縄県,西原町,石川歯科医院,イシカワシカイイン,無床診療所,沖縄県西原町字嘉手苅78-1,,26.22682985,127.7670207,(098)945-6214,,,,,,,,,,,歯科;小児歯科;矯正歯科,0.0,,
28,473294,907,沖縄県,西原町,平良歯科クリニック,タイラシカクリニック,無床診療所,沖縄県西原町字小那覇639,,26.22184142,127.7660182,(098)945-7748,,,,,,,,,,,歯科;小児歯科,0.0,,
29,473294,908,沖縄県,西原町,備瀬歯科医院,ビセシカイイン,無床診療所,沖縄県西原町字兼久4-2,,26.2176029,127.763738,(098)946-0689,,,,,,,,,,,歯科;小児歯科;矯正歯科,0.0,,
30,473294,909,沖縄県,西原町,南歯科医院,ミナミシカイイン,無床診療所,沖縄県西原町字翁長240-5,,26.22814604,127.7543299,(098)946-3574,,,,,,,,,,,歯科,0.0,,
31,473294,930,沖縄県,西原町,まちだ歯科クリニック,マチダシカクリニック,無床診療所,沖縄県西原町字翁長504,,26.23709775,127.7475634,(098)944-2700,,,,,,,,,,,歯科,0.0,,
32,473294,931,沖縄県,西原町,さわふじ歯科,サワフジシカ,無床診療所,沖縄県西原町字呉屋93-1,,26.22592416,127.7587547,(098)946-5188,,,,,,,,,,,歯科;小児歯科;矯正歯科,0.0,,
33,473294,938,沖縄県,西原町,サンユー歯科,サンユーシカ,無床診療所,沖縄県西原町小橋川154-5,玉那覇ﾋﾞﾙ1F,26.22564658,127.7648403,(098)944-6990,,,,,,,,,,,歯科,0.0,,
34,473294,964,沖縄県,西原町,伊熊歯科,イクマシカ,無床診療所,沖縄県西原町字呉屋108-2,,26.22731005,127.7556159,(098)994-3669,,,,,,,,,,,歯科;歯科口腔外科;小児歯科;矯正歯科,0.0,,
1,472077,1131,沖縄県,石垣市,かりゆし病院,カリユシビョウイン,病院,沖縄県石垣市字新川2124,,24.36103465,124.1409377,(0980)83-5600,,,,,,,,,,,内科;消化器科;リハビリテーション科;循環器科;呼吸器科;神経内科,0.0,,
2,472077,1132,沖縄県,石垣市,医療法人徳洲会　石垣島徳洲会病院,イリョウホウジントクシュウカイ　イシガキジマトクシュウカイビョウイン,病院,沖縄県石垣市大浜南大浜446‐1,,24.34388787,124.1974177,(0980)88-0123,,,,,,,,,,,内科;外科;整形外科;呼吸器内科;消化器外科; 泌尿器科;循環器内科;心臓血管外科;人工透析内科; 肛門外科;救急科;臨床検査科;リハビリテーション科; 放射線科;乳腺外科;皮膚科,0.0,,
3,472077,1133,沖縄県,石垣市,沖縄県立八重山病院,オキナワケンリツヤエヤマビョウイン,病院,沖縄県石垣市真栄里584-1,,24.34346367,124.1838654,(0980)87-5557,,,,,,,,,,,内科;呼吸器内科;消化器内科;循環器内科;神経内科;外科;呼吸器外科;消化器外科;脳神経外科;整形外科;精神科;小児科;皮膚科;泌尿器科;産科;婦人科;眼科;耳鼻咽喉科;リハビリテーション科;救急科;麻酔科;放射線科;腎臓内科;歯科口腔外科,0.0,,
4,472077,1134,沖縄県,石垣市,よなは医院,ヨナハイイン,無床診療所,沖縄県石垣市字新川2287-35,,24.35171836,124.1449872,(0980)83-4781,,,,,,,,,,,内科;腎臓内科;糖尿病内科;リウマチ科;皮膚科,0.0,,
5,472077,1135,沖縄県,石垣市,下地第２脳神経外科,シモジダイ２ノウシンケイゲカ,有床診療所,沖縄県石垣市字新川1695-123,,24.36254664,124.1204608,(0980)88-5150,,,,,,,,,,,脳神経外科;外科;整形外科;リハビリテーション科;内科;小児科;皮膚科;放射線科,0.0,,
6,472077,1136,沖縄県,石垣市,八重山厚生園    医務室,ヤエヤマコウセイエン    イムシツ,無床診療所,沖縄県石垣市新川1740-2,,24.35948006,124.1230217,(0980)82-2334,,,,,,,,,,,精神科;内科,0.0,,
7,472077,1138,沖縄県,石垣市,下地脳神経外科,シモジノウシンケイゲカ,無床診療所,沖縄県石垣市字登野城644-19,,24.33775679,124.1680966,(0980)88-7300,,,,,,,,,,,脳神経外科;外科;整形外科;内科;放射線科;リハビリテーション科,0.0,,
8,472077,1140,沖縄県,石垣市,やいま中央クリニック,ヤイマチュウオウクリニック,無床診療所,沖縄県石垣市字平得120-3,,24.34067571,124.1725881,(0980)88-7711,,,,,,,,,,,内科;消化器科;循環器科;呼吸器科;小児科;放射線科;リハビリテーション科,0.0,,
9,472077,1141,沖縄県,石垣市,石垣市健康福祉センター検診室,イシガキシケンコウフクシセンターケンシンシツ,無床診療所,沖縄県石垣市字登野城1357-1,,24.34795026,124.171119,(0980)88-0088,,,,,,,,,,,内科,0.0,,
22,472077,1161,沖縄県,石垣市,ひとし眼科,ヒトシガンカ,無床診療所,沖縄県石垣市字真栄里108‐4,,24.33239312,124.1712962,(0980)88-5121,,,,,,,,,,,眼科,0.0,,
10,472077,1142,沖縄県,石垣市,障がい者支援施設　ハーモニー医務室,ショウガイシャシエンシセツ　ハーモニーイムシツ,無床診療所,沖縄県石垣市字大浜1349-79,,24.35513358,124.2038732,(0980)82-0202,,,,,,,,,,,内科,0.0,,
11,472077,1144,沖縄県,石垣市,沖縄県八重山保健所,オキナワケンヤエヤマホケンジョ,無床診療所,沖縄県石垣市真栄里438,,24.34032209,124.1872374,(0980)82-3240,,,,,,,,,,,内科,0.0,,
12,472077,1145,沖縄県,石垣市,国土交通省共済組合  石垣海上保安部診療所,コクドコウツウショウキョウサイクミアイ  イシガキカイジョウホアンブシンリョウジョ,無床診療所,沖縄県石垣市浜崎町1-1-8,,24.33925208,124.1528447,(0980)83-0118,,,,,,,,,,,内科,0.0,,
13,472077,1148,沖縄県,石垣市,上原内科医院,ウエハラナイカイイン,無床診療所,沖縄県石垣市字登野城548‐4,,24.3345571,124.1672966,(0980)88-7078,,,,,,,,,,,内科;小児科,0.0,,
14,472077,1149,沖縄県,石垣市,愛島クリニック,アイジマクリニック,無床診療所,沖縄県石垣市真栄里108‐7,1F,24.33232651,124.1705324,(0980)88-1212,,,,,,,,,,,皮膚科;美容皮膚科,0.0,,
15,472077,1150,沖縄県,石垣市,ヒデ整形クリニック,ヒデセイケイクリニック,無床診療所,沖縄県石垣市真栄里108‐3,,24.33254035,124.1710074,(0980)84-1155,,,,,,,,,,,整形外科;リハビリテーション科,0.0,,
16,472077,1154,沖縄県,石垣市,よしもとこどもクリニック,ヨシモトコドモクリニック,無床診療所,沖縄県石垣市字登野城1024‐1,,24.34317558,124.1715605,(0980)88-6688,,,,,,,,,,,小児科;アレルギー科,0.0,,
17,472077,1155,沖縄県,石垣市,社会福祉法人沖縄松楓会特別養護老人ホーム  なごみの里医務室,シャカイフクシホウジンオキナワマツカエデカイトクベツヨウゴロウジンホーム  ナゴミノサトイムシツ,無床診療所,沖縄県石垣市字宮良1131-2,,24.36376535,124.2155119,(0980)86-8316,,,,,,,,,,,内科;皮膚科;外科;精神科,0.0,,
18,472077,1156,沖縄県,石垣市,八重山クリニック,ヤエヤマクリニック,有床診療所,沖縄県石垣市字大川578-37,,24.34978412,124.1618779,(0980)82-0319,,,,,,,,,,,産科;婦人科;内科;小児科,0.0,,
19,472077,1157,沖縄県,石垣市,宮良内科胃腸科医院,ミヤラナイカイチョウカイイン,無床診療所,沖縄県石垣市字新川27,,24.34438219,124.1542865,(0980)82-4181,,,,,,,,,,,内科;呼吸器科;胃腸科;循環器科;小児科;放射線科;リハビリテーション科,0.0,,
20,472077,1158,沖縄県,石垣市,博愛医院,ハクアイイイン,無床診療所,沖縄県石垣市字大川179-7,,24.34132097,124.1593805,(0980)82-3170,,,,,,,,,,,内科;循環器科;胃腸科,0.0,,
21,472077,1160,沖縄県,石垣市,南西耳鼻咽喉科医院,ナンセイジビインコウカイイン,無床診療所,沖縄県石垣市字真栄里97-4,,24.33426259,124.1687437,(0980)83-0001,,,,,,,,,,,耳鼻いんこう科,0.0,,
23,472077,1162,沖縄県,石垣市,大浜診療所,オオハマシンリョウジョ,無床診療所,沖縄県石垣市字大浜36　,,24.34376294,124.1963594,(0980)87-5093,,,,,,,,,,,内科;循環器内科,0.0,,
24,472077,1163,沖縄県,石垣市,まつをレディースクリニック,マツヲレディースクリニック,無床診療所,沖縄県石垣市真栄里233-3,,24.33517029,124.1778126,(0980)83-4822,,,,,,,,,,,産婦人科,0.0,,
